Hotel_Name,Full_Review,Average_Score
Lancaster London, Wasn t given the room on time had to wait an extra hour also room given wasn t the one advertised to me when purchased   It was welcoming lovely area and style of hotel Was close to winter wwonderland ,8.3
Lancaster London, There wasn t a toilet brush in bathrooms or toilet on first floor was wondering when cleaning is the one brush used for all I would be concerned about cross contamination  They staff were amazing smiling friendly helpful great team Breakfast buffet was fantastic value for money for 4 of us 68 great location for buses tube and tour bus right on doorstep would definitely return lovely surprise for my sister champagne balloons and treats in the room for her Birthday,8.3
Lancaster London, The curtains were very worn and not what you would expect from a top hotel breakfast was nice but at 34 pounds for two people is rather expensive  Good location friendly staff,8.3
Lancaster London, Pillows lumpy Requested a city view room didn t get it spoke to reception who moved us to amore suitable room Cost of spirit drinks  All staff were friendly smiley Location Quiet,8.3
Lancaster London, The corridor outside our room was a little noisy at times when people were coming back late at night   The hotel is in an excellent location right next to the tube station and plenty of great attractions sights within walking distance The staff were extremely welcoming and friendly and our room was spotless The buffet breakfast is well worth the 15 50 charge so much choice and we couldn t eat another thing all day Would definitely stay here again ,8.3
Lancaster London, No bad experience  Situation of hotel by Hyde Park and where I needed to be My son who lives in Australia was also staying at the hotel and this is what prompted my visit ,8.3
Lancaster London, I booked 2 twin rooms and requested to be next to or close to each other i requested an early check in 12 1 and got neither I sent 3 emails about early check and got no reply turned up just after 12 to be told they had not received my e mails We had one room on floor 8 and one on floor 12 so nowhere near each other and our room was a double not a twin which was put right but along with the other two disappointments it was not a great start to our stay  the veiw was fantastic and location for our needs was within waliking distance which was great as not late night tubes staff were friendly and very helpful ,8.3
Lancaster London, Check in always is a bit slow at this hotel and so is check out they need to do something about their software I have been staying here on and off for over 6 years it is always the same   Very convenient great room nice and spacious ,8.3
Lancaster London,  A lovely hotel with nice sized rooms and very friendly staff We arrived two hours early for check in and they had no problem with giving us our room early Fantastic location literally on top of the tube station at Lancaster Gate Hotel was very quiet from inside our room,8.3
Lancaster London, Little things Only one plug socket available For women no direct light for putting on make up   Location was very good Staff really friendly and helpful and rooms nice ,8.3
Lancaster London, The service in the Island restaurant was poor By the time we got breakfast it was cold   Position excellent Close to tube station Very comfortable but expensive ,8.3
Lancaster London, Bathroom had patches of mold as the extractor fan wasn t working only bad point I can think of  Our room was on level 15 gave us a fantastic view of Hyde Park west London Glad we upgraded ,8.3
Lancaster London, We requested a twin room but when we arrived Our room was a double and despite reminding them this wasn t rectified until 9 30pm  The views from the room and also the breakfast room ,8.3
Lancaster London,  Location hotel staff very good and a choice of restaurants Room very good 1705 but the kettle was not near a plug and really nowhere to plug it in which I thought needs to be looked at ,8.3
Lancaster London, Decor in the rooms curtains carpets etc a little dated   Rooms were clean and comfy staff friendly and helpful Great location 1 min walk to tube station and Hyde Park ,8.3
Lancaster London, Not the prettiest building in the world but everything else more than makes up for it Will definitely return   Excellent value for money spotlessly clean nice views good location nicest hotel staff ever ,8.3
Lancaster London, Stayed in a lot of hotels over the years the hotel was fine just disappointed in the room size and decor of the room for the money they charge per night stayed in cheaper hotels with a lot better and bigger room   Location excellent ,8.3
Lancaster London, Didn t like that our room wasn t ready When we complained the reply back from the hotel was Rude Offered us a breakfast if we stayed again Hotel was really nice looking and had charm shame about the customer service on checkout   We liked the helpfulness of some of the staff in the bar area ,8.3
Lancaster London,  Staffs were plesant Didn t have any difficuty spending my time I didn t have a chance to use the restaurant but there is a nice pub near by ,8.3
Lancaster London, The curtains were pulled off the runners There was no hot water when we came to get ready to go out on Saturday night and the shower was loose on the wall this was a superior room The grill room and the Park breakfast room were all very cold too much use of the air conditioning One lady sat having her meal with a coat round her shoulders that should have given the staff a clue I did ask for it to be turned off they said they would but it never happened We think it is on for the staff why when you are sat having a meal do management staff think you want to be freezing cold you wouldn t have it like that in your own dining rooms at home   Our room was quiet,8.3
Lancaster London, None at all   Third stay at this fine hotel Very conveniently placed beside Hyde park and adjecent to the tube network Fine views over the park and the city Lovely staff fine restaurants ,8.3
Lancaster London, Room size was vey small and barely any room to turn around Shower was too small and could not get two people in the bathroom   Location was very close to underground railway ,8.3
Lancaster London, Wi fi was not working properly in our room The rooms were not ready when we arrived to the hotel at 15 00 pm We reserved 2 rooms at the same time and the rooms were at different floors and far from each other After we talk to the reception they arrange closer rooms   Location is perfect Just 100 mt to Lancaster Gate Underground Station ,8.3
Lancaster London, Had booked with booking com for room for 2 adults and 1 child On check in was told that the room booked would not accommodate extra bed for child Staff very helpful and for a nominal charge we were upgraded to a proper triple room and problem solved Should not have had this problem in the first place however   Excellent location Very helpful staff on reception ,8.3
Lancaster London, TV was on Chinese network and kept getting a glitch and jamming Wifi was non existent Bed was lumpy Some idiot banged on my door at 5am and woke me up this is not the hotels fault but added to a bad stay   Receptionist was nice at check in,8.3
Lancaster London,  Our room wasnt ready for us when booking in So they upgraded us to a suite free of charge The Thai restarunt NIPA THAI located in the hotel is excellent ,8.3
Lancaster London, Room was small espectially for the price although on checking online photos you wouldn t say it was misrepresented The room furnishings were fine but basic and dated for a 4 at 155pn Bathroom plumbing made a constant gurgling Rm 1317   Check in staff Great pillows and comfortable bed Good water pressure in shower ,8.3
Lancaster London, Room finishing a are tired and date from the 80 s Traffic noise and noise from corridor is audible   Good location next to tube and Hyde Park Handy for West End Clean and functional room,8.3
Lancaster London, 1 There was a persistant mechanical loud noise in our room at 3 5 minute intervals The first explanation offered was a lie mistruth We then reported it again on the second day and heard nothing back for the remaining 3 days of our visit 2 We had to chase laundry three times before we got it back 3 We put 90 pounds on MasterCard for incidentals and weren t given a reconcilitation on check out   We have stayed before and like the location,8.3
Lancaster London, Had to change rooms 3 times due to problems with the hot water toilets not working and no airconditioning Their maintenance in this hotel needs to step up   Lovely hotel in a great position close to transport and a great park Their ground floor staff are terrific and happy to help with everything ,8.3
Lancaster London, breakfast was not included I think for the price it should have been  I was a guest at an awards show being held here so It was extremely convenient to stay in the hotel Lovely being opposite Hyde park to walk off our hangovers,8.3
Lancaster London, It is just a small detail really but I would have liked the mini bar to be stocked in the room before arrival Also as there were dressing gowns provided slippers would have completed that little privilege   Location was excellent just round the corner from Lancaster Gate Underground The staff were very helpful and friendly Concierge were able to organise a bus tour for my daughter and I also room service was excellent delicious food and quick service Beds were clean and comfortable and we had a great two nights sleep Would definitely recommend this hotel and will use it again myself ,8.3
Lancaster London, A lengthy check in However hotel apologized profusely and provided complimentary breakfast for the stay which was appreciated A used nappy under the bed from a previous guest   Buffet breakfast is very good All the staff in the hotel were very polite pleasant and helpful The lounge was wonderful to relax in and the Island Grill restaurant was excellent ,8.3
Lancaster London, The price is over and i dont know why the room has different rate every night   The hotel is a 3 min walk from a metro and a bus station which made our live much easier The Portegase lady in the concierge was very helpful The room was equipped with every thing you would need small fridge iron and table air conditioning hair drier water boiler and a good wifi There was a small store just next to the hotel were you can get whatever you need ,8.3
Lancaster London,  Central location with ease of access to travel infrastructure Views of the park and over London were magnificent Courteous staff made a real difference ,8.3
Lancaster London, We found the internal noise levels too high after moving from our originally allocated room extremely noisy neighbours the replacement room was also noisy being adjacent to a service room with a lot of banging doors   Courteous helpful and friendly staff ,8.3
Lancaster London, We thought we were getting a Suite but ended up with a large room with a sofa in it The bathroom was very small There wasn t a lot of pictures on their web site and it never even displayed the suite so this is why we thought we had one paying for the most expensive room It just wasn t set clear what you were getting I have tried to book the suite for next year but it is not displayed again on any date I tired so we will go somewhere else next year   The closeness to Hyde Park just a walk across the road The view wasn t to bad and the shower was good with shampoos and bath stuff ,8.3
Lancaster London, Unable to get room specified to you park view on lower floor 6th the first possible You should know this Ended up with one overlooking a building site No refund possible but kind staff gave complimentary breakfast   Location close to Paddington and Hyde Park ,8.3
Lancaster London, Asked if we would prefer double bed but still got singles too small Sink plug broken bath water took all night to drain TV not working Air con so loud you couldn t have fan on no opening windows Bar drinks extortionate even for London Lifts useless ended up using stairs   Location ,8.3
Lancaster London, This hotel felt tired and needed a bit of tic had a smell like a Las Vegas hotel You also had to queue for breakfast so we didn t eat here  We stayed here for the location bbc festival in a day,8.3
