Hotel_Name,Full_Review,Average_Score
Room Mate Carla, the aircondition was too cold in the dining room   The style of the entire interieur The breakfast was delicious The room absolutely clean ,8.9
Room Mate Carla, nothing  great location modern design,8.9
Room Mate Carla, Nothing   Everything was perfect The location and quality and staff ,8.9
Room Mate Carla, Everything was just perfect   The view was excellent We were very happy that we stayed in this hotel ,8.9
Room Mate Carla,  Excellent high quality breakfast with a lot of variety open from 7 till noon Staff were so helpful I wouldn t stay anywhere else in Barcelona ,8.9
Room Mate Carla, Shopping location  Location and breakfast,8.9
Room Mate Carla,  Staff were very friendly and location was excellent ,8.9
Room Mate Carla,  Great breakfast Super comfortable beds and pillows ,8.9
Room Mate Carla,  The property is clean and conveniently located The breakfast is awesome Good spread and fresh pastries ,8.9
Room Mate Carla, Tiny room ,8.9
Room Mate Carla, Nothing to fault   Excellent location and clean hotel ,8.9
Room Mate Carla, The staff wasn t quite friendly and there weren t many options at breakfast  Excelent location and very clean,8.9
Room Mate Carla, the room was very small but I had a terrace ,8.9
Room Mate Carla,  Very very clean,8.9
Room Mate Carla, Black internal decor small breakfast area slowish wifi  Location ,8.9
Room Mate Carla,  This is by far one of my favorite properties in BCN Great location beautiful property and great value Maria and Nacho at front desk were great ,8.9
Room Mate Carla,  Big room and nice bathroom,8.9
Room Mate Carla, Breakfast  Design,8.9
Room Mate Carla,  Tha location is so good and the breakfast is also excellent ,8.9
Room Mate Carla,  The staff was super nice they provided great recommendations for authentic places to eat and things to see,8.9
Room Mate Carla,  Staff and location,8.9
Room Mate Carla,  the location the nice breakfast buffet the friendly staff ,8.9
Room Mate Carla, bathroom specially toilet flush  bedclothes wabi sabi cosmetics,8.9
Room Mate Carla, The tub drain was clogged for short time and no face clothes to bathe  Overall excellent,8.9
Room Mate Carla,  Good situation good breakfast,8.9
Room Mate Carla,  Comfortable room,8.9
Room Mate Carla,  Comfortable bed,8.9
Room Mate Carla,  The location is the best it s next to stores and Barcelona attractions,8.9
Room Mate Carla,  Bed was comfy breakfast was good The staff were very friendly and helpful ,8.9
Room Mate Carla, Nothing I can think of  Everything was amazing Really cool hotel very well located Super nice staff very good breakfast,8.9
Room Mate Carla, Rooms were small  All of it,8.9
Room Mate Carla,  Frriendly staff comfortable stay ,8.9
Room Mate Carla, No hairdryer in the room  Great rooms and beds Staff were friendly and fresh Juice water in lobby area was a nice touch,8.9
Room Mate Carla, N A  The shower room was incredible The rooms were always really clean and the staff were very friendly and helpful ,8.9
Room Mate Carla, The sound of traffic was quite loud even though the window was closed   Everything aside from the loud traffic noise was excellent ,8.9
Room Mate Carla,  everything perfect great location cool modern furnitures and perfect dimension of rooms ,8.9
Room Mate Carla,  Good rooms and friendly helpful staff Fantastic location ,8.9
Room Mate Carla, Entrance s door  Location,8.9
Room Mate Carla,  Very nice decor Central but quiet location Comfortable bed Perfect for a city visit ,8.9
Room Mate Carla, Cleaning stuff knocking on my door on Sunday at 9 am   The bed was fabulous and it was great to have a small terrace in front ,8.9
Room Mate Carla, Room a little small but adequate  Cool spacious hotel with amazing shower,8.9
Room Mate Carla, Breakfast was a bit monotonous more variety would ve been nice   The room was great very comfortable bed staff was very friendly and helpful ,8.9
Room Mate Carla, The room is small  wifi ,8.9
Room Mate Carla,  The first hotel that looks just like in the pictures very nice,8.9
Room Mate Carla,  Lovely light rooms fantastic views of the city,8.9
Room Mate Carla,  Location of the hotel was really good and the room was nice and cosy,8.9
Room Mate Carla, The room is good but why for two persons only one chair  ,8.9
Room Mate Carla, Wifi connection not good wifi was desconecting in few minutes all the time  Great location very treney hotel very good breakfast,8.9
Room Mate Carla,  Modern hotel Comfy bed Good location Good staff Free champagne for birthday gift,8.9
Room Mate Carla, A little bit dark and restaurant not open at lunch on the Sunday  Excellent service and great location ,8.9
Room Mate Carla,  The staff were all friendly and all was good We stayed there for 3 nights and were happy throughout our stay ,8.9
Room Mate Carla,  extremely friendly and understanding staff,8.9
Room Mate Carla,  Good choices for breakfast and available till late morning Clean and tidy room with a very comfortable bed ,8.9
Room Mate Carla,  We like the receptionist Marie R She is extremely helpful and efficient ,8.9
Room Mate Carla,  the best place in Barcelona,8.9
Room Mate Carla, Nothing  Clean Great location Recently refurbished,8.9
Room Mate Carla,  Beautiful hotel comfortable room good wifi good breakfast ,8.9
Room Mate Carla,  Beautiful,8.9
Room Mate Carla,  Great design Excellent location Good coffe Good beds,8.9
Room Mate Carla,  Offered an upgrade at discounted price Great views from new room 7th floor with balcony Great advice from reception on places to eat ,8.9
Room Mate Carla, Size of the room and really expensive prices of the coctails in hotel bar   Location was really good Good breakfast friendly staff clean hotel ,8.9
Room Mate Carla, Sometimes it gets noisy at night with door slaming  Very friendly staff and service Location is good cozy hotel and big rooms,8.9
Room Mate Carla, Nothing  Only one word for everything Wonderful ,8.9
Room Mate Carla, none  Staff Cristina is very nice ,8.9
Room Mate Carla, if you want to work in the room the confort could be improved  Great located and nice clean room,8.9
Room Mate Carla,  Very Nice Clean and Central ,8.9
Room Mate Carla,  Lovely hotel great room excellent staff ,8.9
Room Mate Carla,  They give you broadband Free to connect to the internet,8.9
Room Mate Carla, A small detail the temperature of the air conditioning on the lobby was too cold  Location employees and the style of this hotel,8.9
Room Mate Carla, Breakfast  Place,8.9
Room Mate Carla,  Great value that they serve breakfast on spanish way till noon ,8.9
Room Mate Carla, Nothing everything was great   Very nice family room comfy beds quirky styling excellent staff brilliant location ,8.9
Room Mate Carla, evrey th nk  no,8.9
Room Mate Carla, No gym ,8.9
Room Mate Carla,  Staff very friendly and helpful breakfast good and great location Couldn t want for anything more,8.9
Room Mate Carla, No desk in the room making working a bit harder   Nice hotel friendly and helpful staff Breakfast was good Service was a big focus ,8.9
Room Mate Carla, Breakfast was poor   The staff were incredibly friendly especially Nacho He was very helpful and nice ,8.9
Room Mate Carla, The music in the lobby is very loud Very young clientele  Great location Helpful staff,8.9
Room Mate Carla,  The hotel is located in city center near the most of the attractive buildings worth visiting very clear and excellent breakfast ,8.9
Room Mate Carla,  location,8.9
Room Mate Carla, Room small noisy aircon did not work properly too expensive for what it offers  Location,8.9
Room Mate Carla, It not a cosy place in the evening to have a beer or glass of wine There is no bar feeling ,8.9
Room Mate Carla, Room could have been bigger   Very clean,8.9
Room Mate Carla,  Great breakfast and friendly staff,8.9
Room Mate Carla, Towels quality over used torn burnt Facilities Room views Not a 4 stars hotel  ,8.9
Room Mate Carla, Rooms are too small cleanliness was just okay not very clean   The vibe of the place is modern and artistic and staff was helpful ,8.9
Room Mate Carla, rooms are very tiny unless you want to upgrade to the room with balcony  super location and amazing staff,8.9
Room Mate Carla,  The staff were unbelievably helpful the location was brilliant We love Roommates ,8.9
Room Mate Carla, Nothing  Each and everything,8.9
Room Mate Carla, Would be nice to have the restuarant open in the evenings for dinner  Amazing night sleep The staff are so helpful and friendly ,8.9
Room Mate Carla,  Location facilities and very friendly staff,8.9
Room Mate Carla,  so nice staff ,8.9
Room Mate Carla, the odor of chemicals after the cleaning  fancy hotel good and quiet location friendly staff excellent breakfast ,8.9
Room Mate Carla, The AC in the corridor   I like the AC in the room The attentive nature of the staff The cleanliness of the room ,8.9
Room Mate Carla, None  Friendly and helpful personel good location,8.9
Room Mate Carla, Nothing  Excellent location Excellent staff,8.9
Room Mate Carla, noisy street traffic but kept windows closed no problem  staff very approachable,8.9
Room Mate Carla, nothing   great staff and great location modern design ,8.9
Room Mate Carla,  The Martha the lady server at the coffee shop was really very pleasant Naomi at the front desk was truly helpful ,8.9
Room Mate Carla,  Excellent breakfast and service ,8.9
Room Mate Carla, Shower bathroom could have been more updated and a tad grimy Room area was fairly small   Decent location cool decor good value for money,8.9
Room Mate Carla, None  Great location helping staff offered 10am check in Free water in the room Worth the money ,8.9
Room Mate Carla, The bar didn t serve more than 1 type of beer  Location and rooms,8.9
Room Mate Carla, Could have given us more water in the room only received 1 bottle for 2 persons in 2 nights  ,8.9
Room Mate Carla,  Great location clean hotel with spacious rooms,8.9
Room Mate Carla, No pool ,8.9
Room Mate Carla, wifi is a bit slow in the room   good location stylish hotel ,8.9
The Mandeville Hotel, For the price I expected a little more of this hotel I m sorry I cannot be more specific but I just left feeling like it could have been more than your average unexciting hotel   Quiet room Clean Friendly staff ,8.5
The Mandeville Hotel, Attitude of management staff given problems of being charged in full without notification a month ahead when we had confirmation to pay at hotel No consideration given to customer is right totally unbending Met with manager of customer relations for coffee to discuss at her suggestion The coffee then appeared on our bill at check out left a very bad taste We had one free breakfast for all the hassles around the booking which turned out to be awful Much better quality and price at local restos on the High St Booking com was far more accommodating   Although typical London rooms are on the small size but bathroom very nice with separate bath tub and walk in shower Everything very clean and maids are good but unobtrusive Turn down service if you want it AC works well Generally a nice boutique atmosphere We know London well This location is very good We love sophisticated Marylebone High St with all the restos shops etc If you love books visit Daunt on the High St Quite an icon For fish go to Fishworks restaurant Try to get into the Marylebone back streets Lots of atmosphere Maybe touristy but if you like the world famous shops and business of Oxford St it is a stone s throw away ,8.5
The Mandeville Hotel, Housekeeping i found hair in the toilet during check in I paied for superior room and i got small sized room instead then i had to change it the next day The elevator takes long time to arrive  Friendly reception,8.5
The Mandeville Hotel, The rooms are quite small however for a one or two night stay it was fine   This Hotel is in an excellent location for site seeing and shops The staff were delightful and the bed was extremely comfortable ,8.5
The Mandeville Hotel, Air conditioning unit was pumping out fumes We we were moved without question however wifi signal was very very poor in the new room We also had to ask for coffee and wine glasses as these hadnt been restocked from the night before Perhaps that s why there is a charge of 3 00 on my bill We would return however we would choose a larger room   Staff very friendly and accommodating,8.5
The Mandeville Hotel, We booked 2 room of which one the a c was not working very well although they sent the maintenance guy twice The toilet in the other room was too small We did not actually speak to any one to change the rooms as we didn t want to take the risk to move to rooms that may have other problems and not close to each others I am not very sure about the cleanliness of the beds as 2 out of 4 of us weren t able to sleep before covering the pillows as they couldnt stop coughing   Stuff at the prescription and the concierge location size of the room compering to other hotels in London and the speed of delivering any request ,8.5
The Mandeville Hotel, I thought the TV channel availability could be better particularly sports   We have tried many hotels in the West End over last several years trying to find that balance between location price facilities etc and consider the Mandeville passed our expectations We booked a Deluxe Double room which was very nice although quite compact Separate tea coffee facilities safety box Bed was very comfortable linen fresh The bathroom was excellent well appointed and large with separate shower and bathtub yes a true bathroom unlike some places which advertise a bathroom but which has no separate bath and is actually just a shower room The AC was excellent and we were able to keep the room cool very important in London in the summer Lounge bar was a great venue for pre dinner cocktail or after dinner relaxing Staff were all very efficient and friendly Overall we were very happy Free WiFi very good and we did not have to continually re login which can be a real inconvenience in some locales Location simply excellent with great pubs dining across Wigmore Street in St Christopher Place also along and behind Marylebone High Street ,8.5
The Mandeville Hotel, Small standard room  All staff amazing bar staff brilliant Ian conserierge he s the reason we keep coming back he is an amazing asset to the Hotel Please make sure he reads this,8.5
The Mandeville Hotel, Our view from our hotel room could of been better   The location of the hotel was great not to far from oxford street or the American embassy Room lovely decorated and comfy bed two showers which was good when there s two of you ,8.5
The Mandeville Hotel, Our superior room was very small and the aircon very noisy I know this is London but for the price you can do a lot better Room service stopped at 11 pm but the menu in our room didn t mention that so a snack planned for our return from a night out didn t happen Sandwiches were available but there was no menu for that We had to go to reception to find all this out as the phone in the room didn t work No action on that was taken by reception staff Will not be returning here   Staff were generally very good Location was the reason we booked here ,8.5
