Hotel_Name,Full_Review,Average_Score
Hotel Raffaello, Breakfast could be a bit more diverse  Very friendly staff cleanliness and comfort,8.1
Hotel Raffaello,  Goog,8.1
Hotel Raffaello, The staff isn t responsive sometimes the room smells smoky also  They have extra slipper which not so many places have ,8.1
Hotel Raffaello,  Fast check in and out,8.1
Hotel Raffaello,  The staff were very helpful in particular the lovely Hillaria,8.1
Hotel Raffaello,  Clean bathroom,8.1
Hotel Raffaello, The property was relatively old the hairdryer was so funny and made too much noise when I tried to use it   Breakfast was good ,8.1
Hotel Raffaello, Noisy   Good location Friendly staff,8.1
Hotel Raffaello, Cleanliness Bad smell in room Hotel facilities are over advertised Low value for money ,8.1
Hotel Raffaello, No facility to make coffee in the room Access to wifi was annoying  Very friendly staff,8.1
Hotel Raffaello, Gym was ok 2 machines out of 8 did not work and the hotel from outside needs refreshing a bit   We loved the location the room and the breakfast ,8.1
Hotel Raffaello,  Good location for visiting Milan and lake Como and the breakfast was good ,8.1
Hotel Raffaello,  Nice and helful staff Very good breakfast Good value for money ,8.1
Hotel Raffaello,  Good size room for 3 people Very good breakfast 15 min tram trip to city centre Tram stop outside hotel Secure car parking on site ,8.1
Hotel Raffaello, The cost  The cleanliness,8.1
Hotel Raffaello, Location was a bit far out   Nice staff very helpful and pleasant ,8.1
Hotel Raffaello,  Very good breakfast The room was very clean The staff in hotel very helpfull ,8.1
Hotel Raffaello, Pillows  Very helpfull staff,8.1
Hotel Raffaello,  Everything was perfect the staff was helpful and friendly so I can recommend this hotel,8.1
Hotel Raffaello,  Very helpfull staff Specially receptionist Hilary ,8.1
