Hotel_Name,Full_Review,Average_Score
The Student Hotel Amsterdam City, There wasn t a hair dryer in the room and one day they forgot to put the towel replacements in the room so had to use the set for the 2nd guess  The staff was ready to help with any inquiry and when I arrived managed to get me a very nice room despite there being a problem with the booking,8.7
The Student Hotel Amsterdam City, Although you might need to spend a bit more than in other 99 of the times dirty and low in secureness student hostels you won t regret it at the end of the vacation   I had the pleasure to stay at TSH for two nights on the same week they opened and it was simply great The building that was probably once a factory has been for sure recently refurbished and both the rooms and the communal areas you can find a lot of them where to hang out and meet other customers are brand new clean and welcoming The people working there really know how to do their jobs and were always helpful and super nice to us The city center is easily reachable with the public transports and by bike also it must be 10 minutes It s recently opened but I m sure it will soon be by far the most known student accommodation in Amsterdam ,8.7
The Student Hotel Amsterdam City,  Really nice brand new hotel modern and young design easily accessible not too far from the city centre very friendly and helpful staff amazing view over Amsterdam from the 11th floor of our room ,8.7
The Student Hotel Amsterdam City,  The hotel had only just opened but the staff was extremely friendly and the hotel was just great Not everything is ready yet such as the gym and the restaurant but even though that is the case the rooms were great and the entire experience was really enjoyable Highly recommended ,8.7
The Student Hotel Amsterdam City,  Spacious rooms Good service at the reception ,8.7
The Student Hotel Amsterdam City, The single room was small and expensive  Some good social leisure areas in the hotel,8.7
The Student Hotel Amsterdam City, Just one small window to open   Breakfast OK ,8.7
The Student Hotel Amsterdam City,  Very funky great Wifi lovely staff good food and drink Would recommend this to all ,8.7
The Student Hotel Amsterdam City,  Great hotel team ,8.7
The Student Hotel Amsterdam City, Cofee finished during breakfast plates were out during breakfast  Cool atmosphere young and dynamic staff,8.7
The Student Hotel Amsterdam City,  I like the concept and sense of humor within the idea and you can feel this in every single detail within the hotel ,8.7
The Student Hotel Amsterdam City, No refrigerator in the room   Large lobby free water at departure ,8.7
The Student Hotel Amsterdam City, It really is a student accommodation  ,8.7
The Student Hotel Amsterdam City,  The interior clean and fresh resembles something from a made com catalogue,8.7
The Student Hotel Amsterdam City, For this is not 4 stal hotel it looks like old dormitory remade to the hotel   Friendly staff,8.7
The Student Hotel Amsterdam City, Bit noisy at night Room rather dark  Very large clean modern room Good bikes for hire at the hotel Location very close to city centre,8.7
The Student Hotel Amsterdam City, The bed in the room 2205 was very uncomfortable for a king bed the mattess needs to be a lot thicker as there was a huge lump in the middle  ,8.7
The Student Hotel Amsterdam City,  Very large room king size bed great facilities very modern Bar Restaurant laundry ,8.7
The Student Hotel Amsterdam City, All good  Funky modern and trendy,8.7
The Student Hotel Amsterdam City, No irons in room Air con was not very good  Quirky decor Nice rooms Bar restaurant Good location,8.7
The Student Hotel Amsterdam City,  Excelent hotel with a great staff Also great wifi and public areas to work and chill ,8.7
