Hotel_Name,Full_Review,Average_Score
Le Mathurin Hotel Spa, No gym  Comfy bed clean nice modern room amazing location,8.6
Le Mathurin Hotel Spa, Breakfast at 24 was way to expensive   very clean and comfotable,8.6
Le Mathurin Hotel Spa, Grumpy Staff rubbish hairdryer and air con didn t work  ,8.6
Le Mathurin Hotel Spa, No steel water everyday in room  Location and friendly staff,8.6
Le Mathurin Hotel Spa, Breakfast seemed expensive so we didn t try it  Had a balcony,8.6
Le Mathurin Hotel Spa, no bottle water on disposal ,8.6
Le Mathurin Hotel Spa, no hot water boiler ,8.6
Le Mathurin Hotel Spa, Small rooms even for a single   Comfortable Bed Nice area,8.6
Le Mathurin Hotel Spa,  I liked the comfort and the positioning of the hotel i stayed only 1 day but it was all good Now i know where to stay when i come to Paris,8.6
Le Mathurin Hotel Spa, the rooms are very small for the price  very conveniently located for shopping,8.6
Le Mathurin Hotel Spa, All was very good for us  Excellent location very comfortable room staff very helpful good breakfast ,8.6
Le Mathurin Hotel Spa, lacks a coffee machine and iron in room   Great Location bathroom size comfortable room,8.6
Le Mathurin Hotel Spa, the bed size can be less to be able to move in the room  The room is small,8.6
Le Mathurin Hotel Spa,  Friendly staff and comfortable rooms ,8.6
Le Mathurin Hotel Spa, Missed a small work out zone  ,8.6
Le Mathurin Hotel Spa, Pub noises on the street night hours ,8.6
Le Mathurin Hotel Spa, noisy room   excellent breakfast and service as always,8.6
Le Mathurin Hotel Spa, More choice of baguette at breakfast  ,8.6
Le Mathurin Hotel Spa, Room size  Location ,8.6
Le Mathurin Hotel Spa, Nothing  Smal Rooms Breakfast too expensive,8.6
Le Mathurin Hotel Spa, Nothing  Bed great but the staff made it ,8.6
Le Mathurin Hotel Spa,  Feels homy and the location is very good Decor of rooms is personal and it is quiet Good value for money,8.6
Le Mathurin Hotel Spa, nothing  we love it great location and am sure well stay there agin,8.6
Le Mathurin Hotel Spa, Nothing   The staff The location,8.6
Le Mathurin Hotel Spa, Very pricey for a 4 star hotel Although it was a very nice stay   Everything about this hotel was great ,8.6
Le Mathurin Hotel Spa, SOMETIMES IN MORNING WE DON T HAVE HOT HOT WATER  GREAT LOCATION NICE STAFF,8.6
Le Mathurin Hotel Spa,  Very helpful and polite staff,8.6
Le Mathurin Hotel Spa, Nothing ,8.6
Le Mathurin Hotel Spa, small issues which I didn t report   most of the staff very supportive great location room very confortable ,8.6
Le Mathurin Hotel Spa, Room a bit cramped for two but not bad   Great staff and bathroom products ,8.6
Le Mathurin Hotel Spa, Bed a bit hard for my liking  Breakfast was great,8.6
Le Mathurin Hotel Spa, Nothing  Fabulous decor AND Best breakfast ever ,8.6
Le Mathurin Hotel Spa,  the location is excellent,8.6
Le Mathurin Hotel Spa,  Friendly staff good location The hotel is really comfortable ,8.6
Le Mathurin Hotel Spa, Wireless internet was extremely slow required authentication every time I used it   Nice breakfast rooms are comfy and clean Good location ,8.6
Le Mathurin Hotel Spa,  Nice room and centrally situated near the metro Lot of restaurants near the hotel ,8.6
Le Mathurin Hotel Spa, Nothing  Fantastic hotel staff and facilities I highly recommend this hotel,8.6
Le Mathurin Hotel Spa,  Ideal location for sites and art galleries wonderful staff,8.6
Le Mathurin Hotel Spa, The breakfast was very very over priced 15 00 for a plate of cheese is not honest   The bed was fantastic very comfortable,8.6
Le Mathurin Hotel Spa, NONE   Very Comfort and good location Breakfast is excellent Recommend,8.6
Le Mathurin Hotel Spa,  Jacuzie and steaming room,8.6
Le Mathurin Hotel Spa, Room was too small  Breakfast,8.6
Le Mathurin Hotel Spa, Veru small superior room ,8.6
Le Mathurin Hotel Spa,  Greetings to Martina Baptiste they are very nice,8.6
Le Mathurin Hotel Spa, Cramped bedroom expensive breakfast  location,8.6
Le Mathurin Hotel Spa,  Immaculate rooms with an eye for detail,8.6
Le Mathurin Hotel Spa, Toilet is a fair distance from the shower room  Location and cleanliness,8.6
Le Mathurin Hotel Spa, Room was way too small could hardly open my suitcase  The hotel is nice enough as well as the location,8.6
Le Mathurin Hotel Spa, Service was so so They lost a case and didn t seem too bothered to find it for us Breakfast v average   Location,8.6
Le Mathurin Hotel Spa, Had to keep logging back into wifi frequently  My second stay Was better than the first one,8.6
Le Mathurin Hotel Spa, Small room  Staff,8.6
Le Mathurin Hotel Spa,  Great location friendly and helpful service Comfy bed and clean Definitely gonna back for my next visit ,8.6
Le Mathurin Hotel Spa,  very nice hotel in the centre of Paris ,8.6
Le Mathurin Hotel Spa,  The location of the hotel is super it is close to many attractions and restaurants yet it is nice and quite at night Friendly and helpful staff ,8.6
Le Mathurin Hotel Spa, The Internet connection which you have to fill the password each time you want to login  Everything,8.6
Le Mathurin Hotel Spa, The room is very smalll ,8.6
Le Mathurin Hotel Spa, Always entrying code for wifi but for that we enjoyed our stay there   Very friendly staffs especially front desk,8.6
Le Mathurin Hotel Spa,  Location and luxury,8.6
Le Mathurin Hotel Spa,  Friendly staff gr t air conditioning They arranged several sp cial items ,8.6
Le Mathurin Hotel Spa,  Good location comfortable room with good facilities excellent buffet breakfast,8.6
Le Mathurin Hotel Spa, None  1 Great people 2 Fastest Internet O have ever had ANYWHERE in the world 50MB 3 Aircon works on stun 4 Very clean,8.6
Le Mathurin Hotel Spa, WiFi free bad  It is OK,8.6
