Hotel_Name,Full_Review,Average_Score
Portobello House, We would of liked a bath as room was expensive Breakfast could of been a little better  The area felt safe Room was clean and bright but small,8.4
Portobello House,  The machine caf ,8.4
Portobello House, slight challenge finding entrance at side but you can enter via pub when its opne  perfect location great value,8.4
Portobello House,  Brilliant place to stay,8.4
Portobello House,  Lovely accommodation very comfy bed I had a lovely undisturbed nights sleep ,8.4
Portobello House,  lovely comfortable hotel centrally located with a good breakfast,8.4
Portobello House, Small room and the bed was in need of a new mattress  Position was great and breakfast excellent,8.4
Portobello House, Breakfast start time at 8am is a little late  Very comfortable and clean Very firendly staff Very nice bar food and good bar atmosphere,8.4
Portobello House, Cold bathroom   Good breakfast Nice personal bar ,8.4
Portobello House, Nothing  Very comfortable charming hotel,8.4
Portobello House,  excellent staff and service,8.4
Portobello House,  Lovely decorated and comfortable rooms Nice bathrooms with white company toiletries Very comfortable beds with great bedding ,8.4
Portobello House, breakfast in bar was so cold had to go back to room for my coat staff were wearing coats so so cold   bed room was fine,8.4
Portobello House,  Just right,8.4
Portobello House, No kettle only coffee machine  The bed and pillows were fabulous Staff very friendly ,8.4
Portobello House, Nothing  Comfy bed great location friendly and very helpful staff,8.4
Portobello House, Erratic wifi connection  Cleanliness,8.4
Portobello House, Faster internet  Friendly staff who were very helpful,8.4
Portobello House, had a bit of a problem with the heating in the room but staff  Friendly helpful staff Great breakfast ,8.4
Portobello House, Mye st y Unng rom mot gaten   Sentralt i Notting Hill,8.4
Portobello House,  The location ,8.4
Portobello House,  Great location fantastic staff amazing place just minutes from the portobello market and bus and railway stations Will definitely be back ,8.4
Portobello House,  Very efficient and friendly service comfortable bed all v clean,8.4
Portobello House, Would have loved a cooked full English breakfast though   Very cosy ,8.4
Portobello House,  Very quiet room great service,8.4
Portobello House, Noisy There is some sort of disco pub downstairs that plays horrible music until midnight  Very clean and nice location,8.4
Portobello House,  Great location friendly and helpful staff Comfortable room ,8.4
Portobello House, Wifi rather poor   Nice and friendly staff ,8.4
Portobello House,  Great breakfast Great bar Great room Great location Great place ,8.4
Portobello House,  Very comfy bed,8.4
