Hotel_Name,Full_Review,Average_Score
Arbor City,  Modern room comfortable,8.9
Arbor City, Staff keeps on following and checking on us all the time  Stop making guests pay for parking or juss include it on the price,8.9
Arbor City,  Everything was wonderful the hotel the staff and breakfast Room very comfortable Looking forward to coming back ,8.9
Arbor City,  Excellent location very clean rooms and helpful staff I would recommend it with no second thoughts ,8.9
Arbor City, Nothing  Wonderful location modern very pleasant staff Executive room well equipped and comfortable ,8.9
Arbor City,  Upgrade And everything was new ,8.9
Arbor City,  Cleanliness and comfort and ideal Location for where we needed to be,8.9
Arbor City,  Brand new hotel very close to an underground station Very clean Nespresso in the room Very good shower ,8.9
Arbor City, little bit cheaper  very comfortable well presented and very clean,8.9
Arbor City,  Lovely room very comfortable and modern all round,8.9
Arbor City,  Very friendly helpful staff Very comfortable room Well positioned for easy access to the City Excellent hotel ,8.9
Arbor City,  Great location Friendly staff ,8.9
Arbor City, The fire alarm at 6 15 in the morning   Cleanliness and the room furniture pleasantly surprised ,8.9
Arbor City, Not the best location  Spotless clean modern hotel Very close to the tube station,8.9
Arbor City, That they made a copy of my passport  ,8.9
Arbor City, No English breakfast yet it is coming though   New d cor and modern clean layout I will definitely use again ,8.9
Arbor City, Staff still at finding its marks  Location Tasteful decoration Good Wifi connexion Brand new,8.9
Arbor City,  Very comfortable Staff responsive to requests Beautifully decorated ,8.9
Arbor City,  Immaculate accommodation excellent shower and comfortable bed ,8.9
Arbor City,  Very pleasant hotel On brick lane,8.9
Arbor City,  well furnished and great location,8.9
Arbor City, The back way through to the car park was very untidy and unkept   The staff were so friendly and helpful ,8.9
Arbor City,  Everything was just perfect ,8.9
Arbor City, Tiny bit hard to find  Perfect hotel for a quick stay in London,8.9
Arbor City,  Fantastic luxurious little hotel excellent location and staff too,8.9
Arbor City, No bad experiences   Location to underground station Friendly and helpful staff Cleanliness Excellent cafe in area Effes ,8.9
Arbor City,  The room and friendly staff,8.9
Arbor City, N a  Clean modern hotel with great facilities and helpful staff Close to tube station and places of interest Great view from our window ,8.9
Arbor City, Would like to have more space better views and a mini bar in the room ,8.9
Arbor City, Noisy people next door  Very friendly and helpful staff very nice and clean room ,8.9
Arbor City,  Very comfortable spacious and clean room Great location Good value for money ,8.9
Arbor City, Location and parking guy  Excellent room far above 4 star standard,8.9
Arbor City, sound proofing you could hear every time the lift arrived on that floor  lovely rooms really clean well presented easy to find,8.9
Arbor City, ,8.9
