Hotel_Name,Full_Review,Average_Score
Grand Royale London Hyde Park, Terrible room size and corridor No gym Room had a bath That was good Do not come hereunless you are five six   Breakfast was great,7.7
Grand Royale London Hyde Park, Didn t get the room upgrade they suggested fireplaces under repair boo   Great breakfast in the morning,7.7
Grand Royale London Hyde Park, Room is very small and very cold ,7.7
Grand Royale London Hyde Park, Don t bring water to room more than one time even if you book the room for 4 night  ,7.7
Grand Royale London Hyde Park, Rooms too small to be comfortable Had to leave room to put on my coat it was that small   Nothing memorable,7.7
Grand Royale London Hyde Park, Rennovation on the second floor should be dressed up abit as it s a functioning hotel and you can see the works  Hotel is close to what I need,7.7
Grand Royale London Hyde Park, Rooms very small stuffy  Location staff,7.7
Grand Royale London Hyde Park, Very freindly staff ,7.7
Grand Royale London Hyde Park, Hotel is very tired photos are misleading rooms very small  Breakfast was good quality,7.7
Grand Royale London Hyde Park,  great location We loved the classic and stylish atmosphere,7.7
Grand Royale London Hyde Park,  the bed was nice,7.7
Grand Royale London Hyde Park,  friendly helpful staff lovely room couldn t have worked out any better,7.7
Grand Royale London Hyde Park, Rooms tiny Water only on first day No facilities except the bar Central heating not working Room on LG where no WIFI or phone signal   Near to tube ,7.7
Grand Royale London Hyde Park, Bathroom was little small  The staff were really great ,7.7
Grand Royale London Hyde Park, Nothing  The staff were extra friendly location was great and the room was cosy,7.7
Grand Royale London Hyde Park,  Room v small and could not open window Felt very claustrophobic ,7.7
Grand Royale London Hyde Park, Fire alarm went off early morning no apologiesbfrom the staff ,7.7
Grand Royale London Hyde Park, There was very little space in the room and bathroom   Fab location very central lots of restaurants only around the corner Staff very helpful ,7.7
Grand Royale London Hyde Park, tricky using wifi 9n our own phone  decor and style,7.7
Grand Royale London Hyde Park, Size of the room is too small ,7.7
Grand Royale London Hyde Park,  Querky bar area Easy access to under ground and central London ,7.7
Grand Royale London Hyde Park, The noise levels both from the street and within the hotel was very high and it made sleeping difficult   The staff were lovely and very helpful ,7.7
Grand Royale London Hyde Park,  The staff were very friendly and helpful Loved the decor in the lobby and the bar ,7.7
Grand Royale London Hyde Park, Room ridiculously small Bed small ,7.7
Grand Royale London Hyde Park, no pool or gym only sandwiches available and no actual dinner available room quite small   staff and location very good ,7.7
Grand Royale London Hyde Park, The noisiest floor boards in the bedroom ever   The location,7.7
Grand Royale London Hyde Park, Tiny room Hardly a superior double Fine for 1 night More would feel very claustrophobic  ,7.7
Grand Royale London Hyde Park, Room too small bathroom a joke really ,7.7
Grand Royale London Hyde Park, N a  It was birthday they were totally lovely bought me wine fruit and some cake,7.7
Grand Royale London Hyde Park, the price I made a reservation for 390 00 euros and finally i paid 427 00 euros  ,7.7
Grand Royale London Hyde Park, Rooms are far too small  Character of the hotel,7.7
Grand Royale London Hyde Park, I wish they had a work out room  ,7.7
Grand Royale London Hyde Park, The bed was awful ,7.7
Grand Royale London Hyde Park,  Just so so Very tiny room Free cookie tastes good but someday they will not offer them ,7.7
Grand Royale London Hyde Park,  Excellent welcome pack including a fruit bowl The room was comfortable for three Had everything we needed ,7.7
Grand Royale London Hyde Park, the walkway is very narrow  staff is helpful I was offered an upgraded room,7.7
Grand Royale London Hyde Park, nothing  fab receptionists speedy check in good location good service good deco,7.7
Grand Royale London Hyde Park, No hot water in morning ,7.7
Grand Royale London Hyde Park, No free breakfast and small room  Close to the train station cleaness,7.7
Grand Royale London Hyde Park, Reception outdated  Rooms nice and comfortable A little compact however ,7.7
Grand Royale London Hyde Park, The bathroom was cold It was cold by the windows  Comfortable beds,7.7
Grand Royale London Hyde Park,  The room was great Really clean and comfy The staff was really friendly and helpful ,7.7
Grand Royale London Hyde Park, very narrow space between the bed and radiators   Personal greetings from the staff for the occasion of my husband s birthday,7.7
Grand Royale London Hyde Park, Boiler had broken in the morning so there was no hot water brrrrr   Great location staff were very friendly and attentive ,7.7
Grand Royale London Hyde Park,  beautiful traditional hotel,7.7
Grand Royale London Hyde Park,  Clean and comfortable room Friendly staff Quite ,7.7
Grand Royale London Hyde Park, Mouse in the room  Staff,7.7
Grand Royale London Hyde Park, Noise traveled very loudly through the hotel You could here the floorboard Creek loudly from outside the room  Location,7.7
Grand Royale London Hyde Park,  The staff were amazing and nothing was any problem,7.7
Grand Royale London Hyde Park,  Greate location Very helpful and ploite staff,7.7
Grand Royale London Hyde Park, we were given a room in lower grand floor where ut was freezing and the heater did not help much  the location was great,7.7
