Hotel_Name,Full_Review,Average_Score
H tel Waldorf Trocad ro, A very very noisy place I heard everything from up left and right sides of my walls and the opening door in the hotel and pouring water and etc Not easy to find parking Some lights were broken  Breakfast is very good cafe and snacks are available in the lobby Bathroom is a big Clean Range of TV channels 20 minutes to TA ,8.5
H tel Waldorf Trocad ro, the room is a little small but perhaps it s normal in Paris   location the staff is very friendly the hotel is near to bus stations For family with small children it is very convenient to use the the bus which go directly to the city centre and train station ,8.5
H tel Waldorf Trocad ro, Because I lost my passport and money in Paris So I requested to cancel the airport transportation reservation fee but rejected by hotel The image is very bad  ,8.5
H tel Waldorf Trocad ro, There are really not many negatives about this hotel Its a fantastic hotel My only issue is that this hotel is not really a four star If it was rated a 3 star it would be the BEST 3 star in town and customers would feel it was more accurately represented The public areas the front desk with single clerk and almost all aspects of rooms which are extremely basic don t really correspond with most of what is categorized 4 star in Europe Granted Paris standards can be very strange   The staff at this hotel are so friendly and helpful They are the most important part of making this hotel fantastic to stay at We arrived in the worst state of tiredness and with various problems and Daniel was so efficient and kind he went out of his way daily to make our stay better Everyone else was equally nice and so helpful This is a rarity in Paris The hotel is also supremely clean in ALL AREAS Best housekeeping we have seen in Paris in a long time ,8.5
H tel Waldorf Trocad ro,  Very nice hotel in a central location within 10 minutes walk from the Eiffel Tower The rooms were clean the bathrooms are quite big and we managed to get a classic room for a fair price So there is good value for money hotel if you manage to get a last minute promotion The staff at the reception were very friendly The neighbourhood of the hotel is chic and quiet ,8.5
H tel Waldorf Trocad ro, There really wasn t much to not like here the only thing that was a bit odd was that the toilet roll holder was a long way from the toilet I am just under 6 feet and I had to get off the seat to reach it I am also not a fan of bath shower combinations but many hotels have them   Within a 20 minute walk of either the Arc de Triomphe on one side and the Eiffel Tower on the other A funky little well presented hotel with spacious rooms ,8.5
H tel Waldorf Trocad ro, The bathroom flooded everytime we had a shower which was poor we had to use all our towels to soak it up  Great location the staff were brilliant 5 mins from the Eifell tower,8.5
H tel Waldorf Trocad ro, I was told by Daniel that the shuttle car fee to CDG aeroport was 18 euros per person Therefore it would be 36 euros for my wife and I BUT on the morning of departure there was a different counter person and the driver Charges us 65 euros at the airport driver was Cambodian surname TAGs That was very BAD experience  Daniel was exceptional in helping us with everything we needed Always has a big smile and a sunny disposition,8.5
H tel Waldorf Trocad ro,  Great staff very helpful great location clean room very nice place to stay We had a great time here for our first trip to Europe Thank you to all the staff,8.5
H tel Waldorf Trocad ro, Noise from reception if they give you room 1 refuse Bathroom was a joke and the floor flooded into the room and swamped the carpet I could not pull the chair out to work because there was not enough room On check out they incentivise you to not to book through Booking com  Location,8.5
H tel Waldorf Trocad ro,   Great location 5 min walk from Trocadero quiet very well maintained and perfectly clean building and rooms and most of all very helpful and kind staff ,8.5
H tel Waldorf Trocad ro, The hot water was a little finicky in the shower and changed temperatures without warning   Fantasitic helpful staff good sized rooms for Paris quiet clean hotel with good wifi and excellent breakast buffet ,8.5
H tel Waldorf Trocad ro,  Staff were friendly room so comfortable buffet breakfast awesome location perfect as close to metro and quiet street staff recommendation of places to visit proposed eating places and giving directions was accurate and so excellent We loved everything about it ,8.5
H tel Waldorf Trocad ro,  Clean hotel Location is good Great staff Farid was very helpful as well When i read the other reviews it surprises me a lot I would definitely stay there again ,8.5
H tel Waldorf Trocad ro, The steps seem dangerous   The staff especially Daniel was very friendly The decor is beautiful The location is close to a lot of interesting places ,8.5
H tel Waldorf Trocad ro, Rooms are very small The hotel don t give water every day   Location decoration of lobby ,8.5
H tel Waldorf Trocad ro, Constant issues with hot water  Loved the style and comfort Tidy area and great locatuon,8.5
H tel Waldorf Trocad ro,  Everything was on point Will definitely go back again and again ,8.5
H tel Waldorf Trocad ro,  The single room had a very good double bed,8.5
H tel Waldorf Trocad ro,  Excellent Location ,8.5
H tel Waldorf Trocad ro, No soy milk  Victor s was awesome Lots of Cafes within 5 minutes ,8.5
H tel Waldorf Trocad ro, Nothing  Lovely and friendly,8.5
H tel Waldorf Trocad ro,  Excellent small hotel with an artistic touch well located A gem discovered in heart of Paris good price quality ratio,8.5
H tel Waldorf Trocad ro,  Staff were super helpful ,8.5
H tel Waldorf Trocad ro,  The staff was very friendly and helpful ,8.5
H tel Waldorf Trocad ro,  Exceptional value in the city center Great location,8.5
H tel Waldorf Trocad ro, Nothing  The room is so comfort Excellent location ,8.5
H tel Waldorf Trocad ro, Nothing  Hotel is very clean and design Staff is helpful and very polite I really enjoyed the ambiance in this hotel ,8.5
H tel Waldorf Trocad ro,  Very friendly staff breakfast was offered free ,8.5
H tel Waldorf Trocad ro, The breakfast the staff was unprofessional the rooms were tiny the bathroom outdated the floors were old the decor was horrid  Nothing ,8.5
H tel Waldorf Trocad ro,  Perfect service very kind staff clean comfortable rooms localization walking distance to l arc de triumphe and eiffel tower,8.5
H tel Waldorf Trocad ro,  Absolutely close to the Eiffel tower great experience,8.5
H tel Waldorf Trocad ro,  Staff lovely and very accommodating good location,8.5
