Hotel_Name,Full_Review,Average_Score
St James Court A Taj Hotel London, slow wifi  location,8.7
St James Court A Taj Hotel London,  Everything was perect Thank you so much ,8.7
St James Court A Taj Hotel London,  very friendly staff Lovely location and facilities Everything was perfect ,8.7
St James Court A Taj Hotel London, Check in staff could have been friendlier   Location and accommodations were excellent Very large room and was reasonably priced ,8.7
St James Court A Taj Hotel London,  the staff is terrific they took great care of us all our needs questions ,8.7
St James Court A Taj Hotel London,  friendly team and efficient lovely facilities and large room,8.7
St James Court A Taj Hotel London, Room temperature too hot  Feather pillow,8.7
St James Court A Taj Hotel London,  Helpful and friendly staff and the location,8.7
St James Court A Taj Hotel London, Room too small  Hotel location staff,8.7
St James Court A Taj Hotel London, Drinks a little expensive   Great location Friendly staff A very pleasant stay A short walk to the Palace Lovely atmosphere ,8.7
St James Court A Taj Hotel London,  the location was perfect ,8.7
St James Court A Taj Hotel London,  Lovely hotel friendly staff central to popular sight seeing locations would definitely recommend to others ,8.7
St James Court A Taj Hotel London,  Location was perfect for tourists,8.7
St James Court A Taj Hotel London, Waited too long to be served in foyer lounge bar even though it was not busy  Location and level of comfort,8.7
St James Court A Taj Hotel London,  The location and the value for the amount we paid ,8.7
St James Court A Taj Hotel London,  WARM AND CARING STAFF PREFERRED LOCATION,8.7
St James Court A Taj Hotel London,  Beautiful room,8.7
St James Court A Taj Hotel London,  Staff very courteous and accommodating Food was very good we had breakfast and dinner and both were excellent ,8.7
St James Court A Taj Hotel London,  The lady who checked me in Sonne was an amazing welcome to a great stay ,8.7
St James Court A Taj Hotel London,  Room size,8.7
St James Court A Taj Hotel London,  Fantastic location comfortable room,8.7
St James Court A Taj Hotel London, Breakfast a little expensive  Relocatd us when noisy air con below was disturbing,8.7
St James Court A Taj Hotel London, Room a little tired   Meal at Kona restaurant Staff friendly and helpful Room quiet as requested ,8.7
St James Court A Taj Hotel London, Maybe a little expensive   Love the hotel good location well decorated good staff,8.7
St James Court A Taj Hotel London, Cost of meals   Location ambience decor staff all combined made our visit a very memorable experience Thank you all ,8.7
St James Court A Taj Hotel London,  location nice hotel,8.7
St James Court A Taj Hotel London, N A   Perfect venue close to Victoria Station for our meeting followed by some retail therapy in Oxford St ,8.7
St James Court A Taj Hotel London, nothing  Everthing Quilon restaurant is fantastic Awesome Indian food ,8.7
St James Court A Taj Hotel London, Breakfast Size of room  Courtyard was amazing,8.7
St James Court A Taj Hotel London,  Wonderful central location Excellent Indian restaurant ,8.7
St James Court A Taj Hotel London, slowly wi fi  nice staff fitness center is good and close to Buckingham Palace ,8.7
St James Court A Taj Hotel London, Bed much too soft  Pleasant bright room Very nice outdoors eating,8.7
