Hotel_Name,Full_Review,Average_Score
Hotel Ares Eiffel, Georges was the only reason I cannot give this place 10 out of 10 He didn t want to renew our wifi for us after the 3rd day when we were checking out the following day That day was the most essential looking for flight times taxis check ins etc He made it very difficult for us to get all our departure needs straightened out We had to ask 4 times and he only gave us one for 3 people to share We paid for this night as well so why was he being so difficult To add to the insult he failed to call me a taxi at 4 30 am After I asked twice When I came down he said I didn t need to leave this early I explained I wanted to be early and he continued to argue with me Finally he told me to stand outside near the metro for at the taxi stand I am a 33 yr old woman alone who didn t want to be outside by myself at 4 30 am Another concierge from another hotel helped me and called a taxi He was the most pleasant person and helped me when I was afraid and nervous about my flight The taxi he provided charged me 30 to Orly when Georges told me 60 Was he trying to rip me off Why was this man so awful He truly destroyed our end experience in Paris   The location was great and the bathrooms were big and very clean The free wifi for each guest was an added bonus The hotel itself is pretty and a great place to stay Dean was amazing and the most accommodating concierge He put the standard or expectation so high it was difficult to expect any less ,8.8
Hotel Ares Eiffel,  I checked in early in the morning on Christmas Day no problem Room was ready way before regular check in hours Very very friendly staff evidenced from check in to check out everyone was so friendly helpful and accommodating even it is over the Christmas period Breakfast was excellent Love the bread from Kayser Little present on my way out left a lasting impression and thank you Great value if you compare to other Parisian hotels Highly recommended ,8.8
Hotel Ares Eiffel, Nothing  Id give this place a 10 except for the fact that the windows were single paned and let the cold creep in But they provided a space heater so it was ok Staff was excellent,8.8
Hotel Ares Eiffel, The rooms were a little smaller than expected compared to the photographs The lift was broken and we were in the 6th floor but that was beyond the hotels control due to he holiday period   The staff were extremely helpful and friendly We were there for New Years and they invited us for a drink in the breakfast room which was lovely Offered a wifi dongle for use around the city for 5 per day which was really useful to help us get around Good breakfast which consisted of a contenental spread with eggs and sausages Amazing location with just a small walk away from the Eiffel Tower and Military museum with everything easy to get to and a great selection of restaurants in the area in particular Cafe Carmine which was recommended to us from the hotel ,8.8
Hotel Ares Eiffel, At 300 Euros per night including breakfast our Executive Suite was too pricy for the few sq meters of size the room provided which included a pull out ottoman chair Parking was three blocks away small under a grocery store don t bring a large vehicle Pet Friendly means no place for pooch to pee and don t leave Fido in the room unattended despite us having a perfumed bark collar Hard to bring your pet inside Paris museums events Internet was free but probably dial up speeds in 2017 Elevator broke lucky we were only one level up Despite an elegant building the walls floor didn t prevent noise spillage into our quarters   Location of Hotel within walking to cafes Metro Eiffel Tower and owner very friendly to chat with His lady manager was very helpful friendly too Breakfast was sub standard but crescent rolls the best We spent a cold New Yrs Eve and heating system worked medium well but the modern bath shower room rocked ,8.8
Hotel Ares Eiffel, Little noisy Every morning room keepers knocking at your door although they could coordinate this with reception they ask to leave the key when you leave So don t expect non disturbed long sleep in the morning Shelf for clothes is so tiny that you can t fit a normal size coat in it Actually dont understand the function of this size shelf at all to be honest Night time reception man speaks English very bad and is VERY slow Prepare for that Look for space on the street for parking and pay 5EUR till 11AM instead of 20EUR night parking at the parking they offer 200 meters away   Nice location but there was a construction on the site which was starting their loud work at 9AM or earlier Good breakfast though could be a more cozy room for having it Very nice and helpful lady in breakfast room ,8.8
Hotel Ares Eiffel,  This hotel is absolutely stunning Location is perfect and I really can t praise the staff enough As soon as we arrived the lady on reception was so warm and welcoming I really didn t want to leave If you re looking for something special with a loved one I would highly recommend this hotel Thank you for creating such a wonderful experience We will be back soon ,8.8
Hotel Ares Eiffel, breakfast it may be good if there is a slight change in the breakfast menu instead of having the same items everyday specially if someone is spending several days  The staff were friendly and helpful and the location is perfect,8.8
Hotel Ares Eiffel, Would have been nice to have tea and coffee in the rooms and maybe more selection of drinks available in the lounge area   Stylish hotel with good quality fixtures and fittings Small rooms but well appointed Comfortable beds Good breakfast with nespresso coffee Staff very friendly and helpful Very close to metro to many of the most visited places ,8.8
Hotel Ares Eiffel, Didn t get the goodbye gift everyone talks about The lady that checked us in was quite abrupt There was an odd smell to the hotel when you arrived Also put us in a room by the building works which is right outside hotel and very noisy Woke us up at 7 each morning  Clean rooms Comfortable bed Nice bathroom,8.8
Hotel Ares Eiffel, it can get really noisy because there is a construction site just opposite the hotel the rooms are little bit small and they come without water kettle or free drinking water  very friendly staff and nice location with proximity to effiel tower and metro and bus stations it is also not very far from Paris expo porte de versailles around 15 mnts drive and ordering a taxi through the reception was always quick,8.8
Hotel Ares Eiffel,  I loved the decor of the hotel The location is great A short walk to the Eiffel Tower the Metro and various cafes and restaurants The room was gorgeous and while not huge it was great The staff was excellent helpful and friendly I recommend the property and would stay again ,8.8
Hotel Ares Eiffel, For the cost there werent enough facilites in the room No Tea Coffee Kettle No iron board Breakfast did not have enough options  Staff was extremely courteous,8.8
Hotel Ares Eiffel,  The location because it was very close to the Eiffel Tower and a metro train station The staff very friendly and spoke English The room very comfortable Several great restaurants close by the hotel who all spoke English,8.8
Hotel Ares Eiffel, Overall is the room is nice but it very small and squeezy for four person would be better to show the actual room look like when the time we do booking   The Hotel is very clean and the staffs are very friendly and helpful ,8.8
Hotel Ares Eiffel, Noisy in the early hours of the morning with garage trucks etc Otherwise great stay   Hotel Ares Eiffel was a great choice and would recommend it to anyone looking for a nice place to stay in Paris Lots of restaurants and cafes in the area 2 minute walk to the monoprix ,8.8
Hotel Ares Eiffel, I really can t think of anything   Really quiet location with nearby access to the metro Very clean rooms and bathrooms with heated towel racks which would be nice in cool weather The staff was very helpful in directions and arranging transportation for a last minute drive into the countryside The breakfast was included and was excellent ,8.8
Hotel Ares Eiffel, Breakfast very poor particularly given the price While nice no real wow factor e g bedroom quite small   Very stylish attentive staff and huge bathroom Location fab ,8.8
Hotel Ares Eiffel,  The rooms were clean tidy and functional we were very pleased with the mini bar offer the staff were friendly and very helpful and couldn t do enough for us and the breakfast was lovely a perfect set up for a day sightseeing ,8.8
