Hotel_Name,Full_Review,Average_Score
Park Plaza Westminster Bridge London,  I have to give credit to the customer service staff who responded to my request promptly On my departure from the hotel while I was on the train to France I realized that I had left my Apple computer charger in the room I contacted customer service they in turn contacted house keeping who promptly responded informing me of locating my item Upon returning to London to catch my return flight I was able to pick the item up without any difficulty High five for the team work and diligent effort Thank you ,8.7
Park Plaza Westminster Bridge London, Cleaner knocked on door and walked in our room 4 times starting at 7 am it was our first wedding anniversary and 1 night away from our children we were really looking forward to an uninterrupted lay in Breakfast booked for 9 30 10 but arrived at 8 45  The location was fab Spa and spa staff amazing Checkin staff brilliant,8.7
Park Plaza Westminster Bridge London, Breakfast was poor and disorganized It didn t really match the quality of the hotel and its services   Location is perfect Close enough to many interesting places to visit yet in a quiet place ,8.7
Park Plaza Westminster Bridge London, The swimming pool was not watched by employees and due to this some children were quite rough There was also a time slot of only 30 mins for my children to use it There is also not enough seating for a parent to watch when all the swimmers place their towels on the beds   Great breakfast nice employees and wonderfully central Also modern and very clean ,8.7
Park Plaza Westminster Bridge London, Nothing to mention  Great location just near Westminster bridge London eye and Waterloo station Spacious Clean comfy room excellent bed and bath facilities,8.7
Park Plaza Westminster Bridge London, Initial check in took forever No conversation Very methodical Trainee Management Staff crossing the lobby from one side to the other Focus on guests   Staff in F B very friendly and apparently happy at what they do ,8.7
Park Plaza Westminster Bridge London, Many upsetting events that made this hotel stay a nightmare My fiancee and I booked several rooms for us and our family as we were holding our wedding in London I do not recommend you to stay there 1 Very unprofessional welcome Porter stood there watching us as we exited our taxi with tons of luggage without any offer from help from any of the staff from arrival till we reached the lobby 2 We entered our room to discover it barely had any window This was made more horrendous as we told the lobbyist we were staying at the hotel as we were getting married in London that weekend The person at the lobby didn t even care The only thing we could do is pay an extra 90GBP per night to get a decent room with decent lighting 3 Our room was supposed to be cancellable modifiable up to 24h in advance We had tried to modify our booking a week before arriving as we had to shorten our stay from 4 nights to 3 nights Instead of cancelling one night for free as they advertised the online booking wouldn t cancel one night under the excuse that there is no space available which makes no sense since I was just cancelling a night under the booking that I HAD They made us rebook the entire stay so 3 nights at a much higher price around 40 more expensive Multiply that by 4 4 rooms and the bill goes up significantly 4 The cleaner came in while we were in the room and instead of properly cleaning changing the drinking glasses in the room she just wiped them with a cloth with no washing God knows how many people have had a drink from that glass There was also hair in almost every towel in the bathroom 5 The hotel mistakenly cancelled the room of a family member and we had to waste 30 min for them to find the booking again CONCLUSION DO NOT STAY THERE IT S OVERPRICED and the level of service is worthy of a 2 star hotel on top of the rip off with the booking modification  ,8.7
Park Plaza Westminster Bridge London, Nothing   Studio room was great for family Really spacious for London Fantastic location Great bathroom and toiletries Small swimming pool was perfect for a little swim at the end of the day for the kids Will stay here again next year probably ,8.7
Park Plaza Westminster Bridge London, There is no sound proof sometimes notice a noisy  The site is not working it was very nice I LIKE the hotel all over I would rate the staff the room the location 10over10,8.7
Park Plaza Westminster Bridge London, Room kind of small even though I up gread to biger one room need to have more closets and drowers house keeping need to do better job  Loocation is great,8.7
