Hotel_Name,Full_Review,Average_Score
Gran Hotel Torre Catalunya, Keine funktionierende L ftung no air conditioner in the bathroom  ,8.5
Gran Hotel Torre Catalunya, location was a bit far but extremely comfortable in terms of transportation   Staff room view amazing hotel,8.5
Gran Hotel Torre Catalunya, Housekeeping twice tried to clean room on final day well before check out time Also dirty used towel left in bath on arrival  ,8.5
Gran Hotel Torre Catalunya, Would have liked a kettle Tea and coffee eta in room but no way we could make it  Did not have breakfast Lovely beds,8.5
Gran Hotel Torre Catalunya, Breakfast not served before 07 00 roomservice available ,8.5
Gran Hotel Torre Catalunya,  The breakfast was excellent,8.5
Gran Hotel Torre Catalunya, Bathroom quite old style Not many room facilities for a four stars Very expensive considering position and rooms quality  ,8.5
Gran Hotel Torre Catalunya, Pricing of room and meals even though it was off peak seasons  Staff were very helpful and the hotels location is perfect ,8.5
Gran Hotel Torre Catalunya,  It s to expensive for a one night stay I actually only stayed for 7 hours due to connecting Train so value for money is not worth it,8.5
Gran Hotel Torre Catalunya,  breakfast was good but expensive spa was good,8.5
Gran Hotel Torre Catalunya, Toilets don t have locks like the rest of Spain  The complimentary champagne fruits since we were on our honeymoon ,8.5
Gran Hotel Torre Catalunya, Rooms could be better insonorated  Welcoming staff large room across the street from Sants,8.5
Gran Hotel Torre Catalunya, Breakfast was far too expensive  Superb hotel with excellent staff,8.5
Gran Hotel Torre Catalunya, Hotel price And not provide pick up drop   Your booking system,8.5
Gran Hotel Torre Catalunya,  Awesome ,8.5
Gran Hotel Torre Catalunya, It was a bit expensive  Everything,8.5
Gran Hotel Torre Catalunya, Decaffeinated coffee for breakfast   Liked the bath the restaurant and loved the views ,8.5
Gran Hotel Torre Catalunya,  the view from the 9th floor,8.5
Gran Hotel Torre Catalunya, Clean  Breakfast very expensive and poor,8.5
Gran Hotel Torre Catalunya, N A  Just stayed overnight but found the hotel very suitable for that purpose ,8.5
Gran Hotel Torre Catalunya,  The warm welcome and the services,8.5
Gran Hotel Torre Catalunya, Service in the bar used to be excellent on this occasion sullen and charmless   Excellent bed ,8.5
Gran Hotel Torre Catalunya, Bed  Location next to train and metro and camp nou,8.5
Gran Hotel Torre Catalunya, A few more choices on bar menu although what we had was excellent quality  ,8.5
Gran Hotel Torre Catalunya, No massage bookings available  The Spa area was amazing ,8.5
Gran Hotel Torre Catalunya,  Service very good the facilities excellent ,8.5
Gran Hotel Torre Catalunya,  The views are great from the top floor especially Desserts in the restaurant are to die for ,8.5
Gran Hotel Torre Catalunya,  It is right across the street from the train station an easy walk even with our luggage ,8.5
Gran Hotel Torre Catalunya, The Spa closed one hour earlier than its should be open so we couldnt really use it  ,8.5
Gran Hotel Torre Catalunya,  Excellent staff very helpful and an excellent location I have stayed here on a number of occasions and am returning again in 3 weeks,8.5
Gran Hotel Torre Catalunya, No complaints   The room was very clean Great view from the breakfast room on the 23rd floor Good breakfast ,8.5
Gran Hotel Torre Catalunya,  Didn t partake ,8.5
Gran Hotel Torre Catalunya, Staff Restaurant great views poor poor service and overpriced  Room,8.5
Gran Hotel Torre Catalunya,  Amazing view and friendly Staff First person I met was Pablo He welcomed me and was very informative ,8.5
Gran Hotel Torre Catalunya,  Staff was very very friendly Position was directly to to metro and railway,8.5
