Hotel_Name,Full_Review,Average_Score
Doubletree by Hilton London Kensington, The room was very small and hardly any wardrobe space No toiletries or fridge Everything was extra breakfast wifi internet iron etc   The location was great and the room was extremely clean,8.0
Doubletree by Hilton London Kensington, Cost of breakfast was high so we had breakfast elsewhere cost for two around 20   Area of hotel close to family and within a few hundred yards of the tube and easy reach of the sights we wanted to visit ,8.0
Doubletree by Hilton London Kensington, Aircon not working in room and it was a very hot weekend in London Large and noisy hotel generators directly outside our room  Very good location and a very good conciege,8.0
Doubletree by Hilton London Kensington, The room was very small for a twin room and the beds were pushed right together with not much room to move around No leg room under the desk to be able to sit down   The hotel was in an excellent location The hotel and the rooms were spotlessly clean and the staff very friendly and helpful ,8.0
Doubletree by Hilton London Kensington,  Have stayed previously at The Regency and each time it is very good Excellent staff very professional The area is perfect being 4 mins from the nearest tube station small restaurants close by good pub coffee shops and it is generally quiet Most definitely recommend ,8.0
Doubletree by Hilton London Kensington, The fact that we had to pay to go to the gym   Perfect location in lovely Chelsea away from the noisy crowds and easy access to tube Excellent restaurants and cafes nearby ,8.0
Doubletree by Hilton London Kensington, The rooms were very hot I paid for an upgrade but not sure what that actually was as the room was small and extremely hot When we checked in she said the price included breakfast then charged us for it on checkout   The staff were polite and friendly the location was ideal for where we were going ,8.0
Doubletree by Hilton London Kensington, was not happy with paying a 50 deposit supposedly to guarantee against possible damage caused this is unusual and not a policy that will bring me back to this hotel because of warm weather i needed the window open at night very noisy outside not traffic but people gathering opposite   good location for most things especially museums very clean hotel ,8.0
Doubletree by Hilton London Kensington, Small room elevator did not go to my floor room lights were quirky only worked when 1 of 2 the keys were re charging Everything was extra gym wifi etc   The location was pretty good That s all I can say about it,8.0
Doubletree by Hilton London Kensington, The breakfast selection needs a variety and the fact that the room has no fridge is very disappointing The room size is quiet small too   The comfort of the bed was exceptional Also the cleanness of the hotel is appreciated ,8.0
Doubletree by Hilton London Kensington, See above  Hotel was in a good area for our visit Clean and comfortable Wifi was an additional 10 Which I thought was poor as the room was 129 anyhow We did not take breakfast We ate at a local bistro Good choice and half price ,8.0
Doubletree by Hilton London Kensington, No electric shaver point but an adaptor was supplied without delay   Proximity to our tube station and to Royal Albert Hall helpfulness of the reception staff comfortable beds and excellent breakfast choices ,8.0
Doubletree by Hilton London Kensington, Nothing  Location brilliant for loads of caf s Restaurants and the Museums of South Kensington Fantastic stylish bedrooms with warm decor and modern and comfortable design,8.0
Doubletree by Hilton London Kensington, If I m being picky no fridge in the room and air con didn t work  The reception area smelt like fresh flowers Staff were ever so helpful and the hotel just so cosy and convenient ,8.0
Doubletree by Hilton London Kensington, Wifi was terrible and charged at 10gbp per night Room had no fridge For the cost of what we paid room was so small you couldn t change your mind in it   Location was good ,8.0
Doubletree by Hilton London Kensington,  Staff very friendly allowed us to access room 4 hrs before stated time my wife is coeliac and they went out of there way to get gluten free bread at 8 00am on a Sunday morning,8.0
Doubletree by Hilton London Kensington, Not the best view from window was pretty hot at night without the noisy air con Safe never worked   Really close to centre only one underground journey to most popular places in London very modern hotel ,8.0
Doubletree by Hilton London Kensington, I didn t like the fact I had to go home   The location was fantastic and in a lovely area the bed was so comfortable and the staff were excellent will definitely stay again,8.0
Doubletree by Hilton London Kensington, The included breakfast was poor only consisting of a few croissants and tea or coffee This was not explained when booking all it said was breakfast included was expecting at least some toast or cereal Air conditioning did not work effectively enough it was hot and the lowest the temp you could set it at was 19 degrees not cool enough   Location was good,8.0
Doubletree by Hilton London Kensington, Scaffolding up which was not informed about and no view from bedroom window  Location,8.0
Doubletree by Hilton London Kensington, No hot water for shower on the morning of my departure Person at the Front desk was not concerned about this issue ,8.0
Doubletree by Hilton London Kensington, Room are small  The location,8.0
Doubletree by Hilton London Kensington, They did nor filled my needs  Good locatiin,8.0
Doubletree by Hilton London Kensington, No daily replenishment of cookies in the room   The cookies ,8.0
Doubletree by Hilton London Kensington,  Good hotel amazing location ,8.0
Doubletree by Hilton London Kensington, Lack of facilities and room are quite small  Location,8.0
Doubletree by Hilton London Kensington,  Outstanding location nice staff good breakfast Tube stations and restaurants nearby ,8.0
Doubletree by Hilton London Kensington, Very high bar prices ,8.0
Doubletree by Hilton London Kensington, Very noisey due to hotel refurbishment  location,8.0
Doubletree by Hilton London Kensington,  Staff were extremely helpful and friendly and the location was good with many restaurants around and subway is close by ,8.0
Doubletree by Hilton London Kensington, Rooms were a little small  Location was very good Staff very helpful in particular Alex and Thomas were very helpful ,8.0
Doubletree by Hilton London Kensington, Reception and consierge approach to meet promised and needed  Breakfast service,8.0
Doubletree by Hilton London Kensington, Had stayed before prior to it being Doubletree Gone downhill Room noisy and looking rundown Will not return  Location ,8.0
Doubletree by Hilton London Kensington, Room was terrible No view no daylight It was like a grave   Staff was perfect They were very warm and kind Except house keeping ,8.0
Doubletree by Hilton London Kensington, Air conditioning in room didn t work for 3 nights Room far too hot Very uncomfortable  ,8.0
Doubletree by Hilton London Kensington, Too small room for twin  Convenince,8.0
Doubletree by Hilton London Kensington, Room is a little bit narrow  Location is excellent Staff is friendly,8.0
Doubletree by Hilton London Kensington,  Staff were very friendly and helpful All facilities were very good ,8.0
Doubletree by Hilton London Kensington, AC in room was extemeley noisy and a request for another room was only accepted if extra payment would be made ,8.0
Doubletree by Hilton London Kensington, Ac broken and given a fan offered breakfast as compensation which considering cost of hotel is a little insulting   Location only,8.0
Doubletree by Hilton London Kensington, Air conditioning was not working   The location and convenience of the hotel Staff were also all very pleasant ,8.0
Doubletree by Hilton London Kensington, rooms felt closed in only one biscuit between two of us in the room Veneer in bedroom and bathroom broken off in places ,8.0
Doubletree by Hilton London Kensington,  All good nice free cookie on entry too 0 ,8.0
Doubletree by Hilton London Kensington,  Bed and bedding were one of the best ive seen in hotels,8.0
Doubletree by Hilton London Kensington, The double room was very small and claustrophobic definitely not worth the money despite the location   It was kept very clean,8.0
Doubletree by Hilton London Kensington, The bar food could certainly have been no doubt   Bed very comfy linens good air con fantastic very quiet Good,8.0
Doubletree by Hilton London Kensington, The AC was not working and the room was uncomfortably hot Fan provided but not adequate  ,8.0
Doubletree by Hilton London Kensington, Very small bathroom no bath   View was good ,8.0
Doubletree by Hilton London Kensington, Feather bedding very poor animal usage   Comfortable bed good location friendly staff ,8.0
Doubletree by Hilton London Kensington, Dinner at the restaurant was slow and food was meh   No surprises at breakfast Liked the muesli and yogurt ,8.0
Doubletree by Hilton London Kensington, Room was too small   Nice staff very helpful ,8.0
Doubletree by Hilton London Kensington,  Very freindly and helpfull staff from the moment we checked in had breakfast and checked out Great location ,8.0
Doubletree by Hilton London Kensington,  Good and standard hotel Love the time in London ,8.0
Doubletree by Hilton London Kensington, The room was small for the price the bathroom was tiny but clean and with a good shower ,8.0
Doubletree by Hilton London Kensington, The room was rather small  Great location Very peaceful for a central London location especially rooms at the back,8.0
Doubletree by Hilton London Kensington,  Friendly and efficient staff good breakfasts very satisfactory all round ,8.0
Doubletree by Hilton London Kensington, There was repair works going on Noisy atmosphere  Location and accessibility,8.0
Doubletree by Hilton London Kensington, Builders were working so it was noisy in the day   Cleanliness location ,8.0
Doubletree by Hilton London Kensington, Gym could be much improved  Helpful pleasant staff,8.0
Doubletree by Hilton London Kensington, Nothing  Beds were fab,8.0
Doubletree by Hilton London Kensington, AC not working threadbare towels cramped room and very ride staff  Location,8.0
Doubletree by Hilton London Kensington, reform  Location breakfast room,8.0
Doubletree by Hilton London Kensington, The location was very good and lovely area  I would definitely stay again,8.0
Doubletree by Hilton London Kensington,  NICE HOTEL IN A GREAT LOCATION,8.0
Doubletree by Hilton London Kensington, Lift doesn t go to all floors   Great bed really comfortable Friendly staff Classic building ,8.0
Doubletree by Hilton London Kensington, can not found fault  Food in bar was excelent,8.0
