Hotel_Name,Full_Review,Average_Score
London Hilton on Park Lane, This is not a 4 star hotel The bed was terrible The carpet had multiple stains The mini fridge was not even cool The shower head looked expensive but it was terribly inefficient Impractical design of the bathroom no counter space and room not much storage space I know all hotels are expensive in London but this was not worth the money   Good location and very large room Breakfast was a good surprise ,7.8
London Hilton on Park Lane, The housekeeping was bad They don t clean the room when we get back we have to call everyday for them to clean our room and they forget to put towels twice The conceirg also mixed up our dinner reservations  ,7.8
London Hilton on Park Lane, room not very clean toiletry bag with medication left in room by previous occupant some kind of medication down the inside of sofa bathroom dusty couldn t find price list for mini bar long wait for room service over twice the time they said when ordering very unprofessional man taking room service order not a very good service for this kind of hotel   breakfast was good staff in galvin at windows bar excellent made us feel very welcome fast lifts easy to get taxi,7.8
London Hilton on Park Lane, The reservation staff was unhelpful and even unpolite For a 5 start you would expect to deal with better trained prople with a decent education that cand offer at least a trace of sofisticated service I hope I will not visit the Hilton chain again in my life  ,7.8
London Hilton on Park Lane, The staff not very polite when answer questions also I asked them to remove alcohol from the minibar because its against my religion and because I have some medicine that i need to keep in the refriger but thet were not helpfule and they ask for 10 bound charge  The location and the cleaning,7.8
London Hilton on Park Lane,  Excellent location beautiful view ,7.8
London Hilton on Park Lane,  To hotel great service,7.8
London Hilton on Park Lane, Nothing  Every thing was fabulous from welcoming till the reception staff food facilities locatin were amazing,7.8
London Hilton on Park Lane,  Clean and comfortable hotel with friendly staff,7.8
London Hilton on Park Lane, Not really  All okay,7.8
London Hilton on Park Lane,  The reception staff were very helpful and nothing seemed too much trouble ,7.8
London Hilton on Park Lane, Price  Location,7.8
London Hilton on Park Lane,  I loved the room Very spacious ,7.8
London Hilton on Park Lane, Inefficient staff not being able to find booking reference or trace name ,7.8
London Hilton on Park Lane, Noise  Everything was great,7.8
London Hilton on Park Lane, Room size rather small   The location,7.8
London Hilton on Park Lane, A bit too busy downstairs  I got an upgrade on check in to the 23 rd floor with fabulous views ,7.8
London Hilton on Park Lane,  I like every thing,7.8
London Hilton on Park Lane, The head of the shower was so badly silted up the water could barely escape   The decor was a bit shabby and tired ,7.8
London Hilton on Park Lane,  Staff,7.8
London Hilton on Park Lane, Bar prices expensive  Location and views exceptional Bed was very comfortable Hotel staff and service excellent,7.8
London Hilton on Park Lane, It is a travel lodge 4 star 2 star more like   Position of hotel,7.8
London Hilton on Park Lane, Shame the roof top bar is so small no seating for residents as full of non residents   Great suite wonderful views ,7.8
London Hilton on Park Lane, The cost was very high but it did clash with a Rugby World Cup weekend  Fantastic location and very friendly staff,7.8
London Hilton on Park Lane, Noisy room from machines  Location and height,7.8
London Hilton on Park Lane, Tea and coffee not topped up in the room Had to take key back as would not allow us in the Lounge  Location Lounge access Lift,7.8
London Hilton on Park Lane, The rooms are small and need to be refurbished Underground parking was tight   The location,7.8
London Hilton on Park Lane, Didn t appear to have free WiFi  Ambience and very helpful staff ,7.8
London Hilton on Park Lane, Staff appalling customer service and I mean appalling I had better customer service afterwards in the seafront hotel in Brighton  The view,7.8
London Hilton on Park Lane, Bathroom ,7.8
London Hilton on Park Lane, Very expensive and room was very old fashioned and in need of an update ,7.8
London Hilton on Park Lane, Staff Delaying in check in up to 5 pm Wifi was not working Expensive  Location Breakfast Security,7.8
London Hilton on Park Lane, using Wi Fi was difficult  room were lovely and the view was spectacular ,7.8
London Hilton on Park Lane, Hospitality level should be improved at the check in counters  Location,7.8
London Hilton on Park Lane, Corporate feel  Location as I was at an awards ceremony,7.8
London Hilton on Park Lane, Priced  The location was perfect,7.8
London Hilton on Park Lane, Tiny bit expensive as breakfast wasn t included  Location is fantastic,7.8
London Hilton on Park Lane, Noisy guests in room next door kept us up until 4am   Location room and view Evening meal and breakfast were both very good,7.8
London Hilton on Park Lane, Unfriendly reception staff Poor cocktails in the rooftop bar   Location and facilities ,7.8
London Hilton on Park Lane, the galvin s bar the drinks are very light half glass martini s not used to that never seen that anywhere   staff was great,7.8
London Hilton on Park Lane,  Location and room size,7.8
London Hilton on Park Lane, Very expensive charged WiFi  Location BF comfortable rook and bed nice view quite ,7.8
London Hilton on Park Lane, Nothing  Clean and staffs are friendly,7.8
London Hilton on Park Lane, Entered champagne bar after dinner and rudely told they were closing in 20mins so would need to be quick   Great view and comfortable beds,7.8
London Hilton on Park Lane, Some of the furnishings were dirty  Location for what I wanted,7.8
London Hilton on Park Lane, No  Nothing,7.8
London Hilton on Park Lane, The rooms  It was amazing ,7.8
London Hilton on Park Lane, Bad customer services  Location,7.8
London Hilton on Park Lane, The service and information on the reception is not up to Hilton standard ,7.8
