Hotel_Name,Full_Review,Average_Score
Ramada Apollo Amsterdam Centre, It s a bit far from city centre so you have to take the tram NR13 but it takes only about 20 mins to get to central station so it s not that bad   Super good staff very polite and really helpful Wifi worked great the room was clean and with a nice view Had some coffee and tea at the room tv had many programmes the bed was comfy and the iron board is an advantage definitely ,8.2
Ramada Apollo Amsterdam Centre, The hotel charged us twice for the room which we didn t realise until our next destination We then had to turn on our phone and call the hotel they told us to call back tomorrow After arguing for 20mins they finally admitted their mistake and we were reimbursed within 2 days The bar good could be better Very expensive for what it was   The location was great Quiet area near a park Close to tram station and only 20min walk from the city centre Staff spoke great English ,8.2
Ramada Apollo Amsterdam Centre,  Great lokalization Hotel is located just 15minutes tram ride to City Centre and tram stop is literally 2miutes walk from hotel this is big big pros Staff is perfect just how it should be Very friendly and professional at the same time Good job ,8.2
Ramada Apollo Amsterdam Centre, all was good   well located 3 minutes walking from public transports shops etc within 20 to 30 minutes with public transport in downtown Amsterdam Rooms are good bed sleeps excellent good wifi TV small refrigerator in room breakfast excellent quiet surroundings due to big park gym and sauna decent,8.2
Ramada Apollo Amsterdam Centre,  close to the tram Nb 13 conecting with the main attractions in 15 minutes very convenient shutly bus to from the airport nice view from the 17th flor brekfest being served there,8.2
Ramada Apollo Amsterdam Centre, we got given 2 single beds rather than a king size bed that we booked AND we were overcharged on arrival and was told that the price that we booked and confirmed our room on was not correct not great when your young and had to spend all your extra holiday spend on a hotel leaving us unable to eat out  ,8.2
Ramada Apollo Amsterdam Centre, No robe or slippers nor mini bar available in the room The staff asked us to come down to get something we needed instead of bringing it Service was not great  ,8.2
Ramada Apollo Amsterdam Centre, The staff were rather rude and not very welcoming They gave us a twin room initially and it took four phone calls down to reception over an entire hour for anyone to do anything The man at breakfast was particularly rude as well   Location was good it was a fairly short tram journey to Central Station and the two tram which ran close to the hotel 13 and 7 made all of the main area accessible The room was clean and well furnished The facilities were very good Breakfast was extensive though expensive The bar on the 17 floor had very good views although the roof top terrace was unavailable for our entire stay ,8.2
Ramada Apollo Amsterdam Centre, No drinking water or mini fridge in the bedroom No container for ice even though ice is available A complimentary bottle of water daily would be a welcome touch Lamp on the desk had no bulb so lighting was on the low side Tissue holder in the bathroom was empty Non skid mat in the shower would be welcome  Beds and pillows were fantastic Staff so helpful Breakfast great Dinner on the 17th Floor was excellent View and facilities great,8.2
Ramada Apollo Amsterdam Centre,  Very clean memory foam mattress excellent staff who were very helpful Would stay here again A bit outside of Amsterdam but has tram stop 2 mins from hotel ,8.2
Ramada Apollo Amsterdam Centre, Couldn t access the roof top terrace due to private events It was a shame as this attracted me to the hotel It was a disappointment that we could not access this Each night we tried and was told there was last minute booking of the space The luggage room lockers were full or broken   It was comfort the room was good wifi was strong The staff were friendly and helpful ,8.2
Ramada Apollo Amsterdam Centre, The standard rooms are a little bit small and some of them are without minibar   The hotel staff are very friendly and helpful The room is very quiet clean and comfortable especially the bed The hotel has a fantastic city view also overlooking a beautiful park next to it Although it is not located in the city centre the tram stop is just 3 minutes walk from the hotel and it takes you directly to the central station We enjoyed very much our stay here also appreciated the hotel shuttle bus service It is punctual economic and the drivers are very friendly ,8.2
Ramada Apollo Amsterdam Centre, Terrasse on top are not open enough That is a beautiful terrasse but close too Early On night it s a very beautiful view of Amsterdam This terrasse should be open longer  The staff was very Nice breakfast was also very good Lots choice Very good location very easy to go in downtown Close of the airport The shuttle s driver was very very Nice to help me at the airport to bring my luggage Also very Nice luggage room to put extra luggage I recommend strongly this hotel On my next time in Amsterdam I ll stay again at this hotel ,8.2
Ramada Apollo Amsterdam Centre, Dirty rooms We asked the reception for cleaning the room and providing new soap they did not do anything Although some staffs were friendly at the check out the receptionist was very unfriendly   The breakfast is good The view from the 17th floor is also nice ,8.2
Ramada Apollo Amsterdam Centre, It s a bit of a way out if you re planning to spend a lot of time in Centrum and surrounds and whilst not bad value it s not the cheapest for that sort of standard   The staff were very helpful and courteous The room was comfortable and well appointed ,8.2
Ramada Apollo Amsterdam Centre, Shower area could use a little attention No good restaurants close by And the one at the hotel is a little bit pricy   Staff very helpful Rooms are a good size though not overly big View from the sky lounge was great A little far out of the city but the tram is only a 5 minute walk from the hotel which took right into the centre ,8.2
Ramada Apollo Amsterdam Centre, There is a nice restaurant on 17th floor I went to order something for take out and the staff was very rude completely ignoring me and then looking me up down Terrible experience I don t believe the restaurant is affiliated with hotel aside from sharing the building but it was a bad experience during my stay none the less   Very comfortable nice hotel It s away from city center but the train stop to city center is just a 2 minute walk from hotel Staff was friendly Hotel offers shuttle to from airport for add l 10 euro which is very convenient ,8.2
Ramada Apollo Amsterdam Centre,  A little far from the city centre but there s a tram line 13 in front of the hotel Incredibly perfect wifi Have a fantastic view of the city on the 17th floor where you have your rich enough breakfasts Also there are bikes to be rented ,8.2
Ramada Apollo Amsterdam Centre, Mattress was awfull though the pillows were quite comfy A parcel was delivered room the front desk from a colleague while I was out and I had to ask several times to get it because they couldn t find it   Nice view from the 10th floor Clean rooms with average bath amenities,8.2
Ramada Apollo Amsterdam Centre, Although the room has a modern design wear is evident The Cleaning was not through when I first arrived at the room for instance there was red stuff on the bathtub floor and water stains on the shower knobs The walls were dented with black lines and there was a huge stain on the sofa cushion I thought these imperfections would be corrected the second day s room cleaning but during the 8 hours I m not in the room there was no housekeeping service   The Room design seems relatively new it is surrounded by a park and it is fairly close to the tram stop ,8.2
Ramada Apollo Amsterdam Centre, The second reservation was only for one night and I found the mattress somewhat lumpy compared to the initial stay  Transfer to and from the airport was a big convenience ,8.2
Ramada Apollo Amsterdam Centre, Downstairs seating a bit uncomfortable Food can be expensive if you re on a budget   The bed was large and comfortable Extra pillows given on request Restaurant excellent for dinner lunch Staff very helpful Very quiet Good soundproofing Peripheral location is no problem Good tram service Must get 3 day ticket if you can Only 17 euros for tram bus and metro ,8.2
Ramada Apollo Amsterdam Centre, Apart from our neighbours in the room next to us having a huge argument making things shake in our room there isn t anything i can say the staff could improve on   The reception staff were really friendly and happy to help Even though the room wasn t ready when we arrived we were offered a free drink at the bar Breakfast was lovely with a large selection Would definitely return again ,8.2
Ramada Apollo Amsterdam Centre, There really isnt anything not to like   We drove to Amsterdam as we were heading down to Dusseldorf afterwards so needed somewhere with easy parking as Amsterdam is not good for cars and parking nearer then centre is very expensive So great hotel with undergound parking and the tram stops just across the road so an easy 15 min tram ride to Dam Square which is the centre of Amsterdam and from there you can get anywhere Purchased tram tickets from the hotel shop 17euros per person for 72hours very good value for money if you are sightseeing Really nice mid priced hotel with trendy bar restaurent on the 17th floor with panoramic views and 24hr indoor smoking room Also a lovely sun terrace on the 19th floor perfect if the weather is in your favour The building has 4 central lifts so hit the button and there is always a quick response ,8.2
Ramada Apollo Amsterdam Centre, the room didn t have a minibar and even toiletteries were scarce the bed in particular was not so comfy and actually a bit dangerous the head has really sharp corners and bed sheets were not properly fitted   staff were great and generally the hotel was very clean ,8.2
Ramada Apollo Amsterdam Centre, A little bit more luggage space in the room and a marginally bigger bathroom would have been the icing on the cake But overall very happy with overall value for money of this hotel as a base for sight seeing A shuttle bus timetable on the hotel website would have been enlightening and information telling us that there is a timetable at the airport bus stop would also have allowed us to manage our time a bit better at the airport on arrival   Loved the friendly helpful shuttle bus driver hotel staff the very efficient left luggage service The hotel bar decor on the roof top is super and classy Beds were extremely comfortable Breakfast was excellent Tram stop beside the hotel a major plus and lovely park beside hotel gave a relaxed country feel 15 minutes to the airport easy ,8.2
Ramada Apollo Amsterdam Centre, No dislikes considering price and friendly staff   Nice updated room Convenient location One block from Earl Court train station on the Piccadilly Line Reasonable price Restaurant reasonable on premises Close to many small shops and pubs Free phone ,8.2
Ramada Apollo Amsterdam Centre,  We arrived few hours before the official check in The receptionist kindly offer an upgrade our room without any extra charges in order to be accommodated earlier ,8.2
Ramada Apollo Amsterdam Centre, the roof top was closed every day due to privat parties the private partie at the roof top was incredible noisy one night no sleep despite our room was located on the 8th floor means quite in the middle of the building location a bit far from the city the receptionist did not provide me with a bill it shall come via e mail 3 days later I still do not have the bill the radio in the room did not work just TV   very nice welcome nice room but very small though enough for some days nice green sourrounding,8.2
Ramada Apollo Amsterdam Centre,  I booked this trip for my partner as a birthday present The stay was perfect for what we needed amazing view of Amsterdam friendly and helpful staff quirky bar with a highrise view and a quick tram ride to the centre I would 100 book this hotel again when coming to Amsterdam ,8.2
Ramada Apollo Amsterdam Centre, Cleaning was poor no tissues No towels no shower hats no nothing at the bathroom Definitely won t recommend it   Just the sauna and the lady at the reception was nice ,8.2
Ramada Apollo Amsterdam Centre, Hotel is not really child friendly Food options were limited with no kids food There was no mini bar at the room   Location car parking was good and secure ,8.2
