Hotel_Name,Full_Review,Average_Score
Clayton Crown Hotel London,  Super clean lovely room Hotel itself is clean and very well presented staff were helpful and efficient Room service was quick and food was lovely ,8.0
Clayton Crown Hotel London, We were next to the swimming pool Right next to it No window Which made the room reeaallly hot We had to put the air con on in December We could hear people in the swimming pool forst thing in the morning The shower was also broken Not a great start to the morning We also had to ring reception for extra towels as there was only 1 No remote control for the to either Not impressed considering how much we paid   Bed was comfy lobby was nice there was a nice girl on reception when we arrived and the room was clean That s where it ends ,8.0
Clayton Crown Hotel London, I did not like the breakfast staff refused to serve us the hot breakfast we had paid for because we arrived at 11 05am as opposed to 11 00am They were not particularly polite in making it clear to us that that the kitchen would not serve us The receptionist on duty at check out agreed this was not acceptable and advised me to email my complaint   Liked the large room and friendly reception lady on arrival ,8.0
Clayton Crown Hotel London, For the money we paid we have no real complaints and will now go back again when in London   The bed was very comfy rooms clean We enjoyed our stay Although the area was not for us the ease of which we could get into central London was perfect Car parking on site was also very handy ,8.0
Clayton Crown Hotel London, Fresh paint on walls toxic smell which hotel tried to solve without success Bath so high sharp edged tiles that badly bruised leg Extremely annoying guest in room next door opened closed door every 10mins from 11pm 1am knocking on my door   Location to family bus stop to Baker St right outside door,8.0
Clayton Crown Hotel London,  Had a brilliant stay 12 taxi into Paddington and 15 into town better than the tube ride Clean comfy and the crown pub was a brilliant end to the night Staff were lovely We would definitely stay again Thank you very much,8.0
Clayton Crown Hotel London, The bar closed late afternoon Could not get a drink or anything after that I could not understand this  I was there for Christmas lunch with my family The afternoon was nicely done although the food was just ok though not exceptional ,8.0
Clayton Crown Hotel London, View from room was a wall better than no window Requested upper level room but given basement 15 minute walk from tube but close to overground train station   Big for London quiet clean and nicely decorated room and bathroom with bath Nice communal areas Efficient staff at front desk Nice quiet pool Good value for money ,8.0
Clayton Crown Hotel London, The WiFi was always in On Off mode and never easily logged on It was the same breakfast everyday with no change in menu The water heater never worked and still I am fighting for my refund as promised by their manager in an official email Will never recommend it to anyone   The location was good as it was well connected by underground and bus ,8.0
Clayton Crown Hotel London, We struggled to plug items in under the mirror that had a USB attached as the plug sockets under the mirror were really close to the surface There was only 1 other plug socket in the room that wasn t restrictive Also the lighting could ve been a little better in the bathroom over the mirror   Pretty much everything,8.0
Clayton Crown Hotel London, We walked to the tube station Kilburn was told about buses but decided to walk it anyway was a straight walk there but a little way about 15 minutes walk Not that it put a dampener on anything as we were happy walking But at the end of a long sightseeing day it felt like a trek   The staff were a credit to the hotel that alone would make me want to return As for the hotel itself it was modern the rooms were a lovely size and the bed was so comfy We had a bath in our room as well which was a bonus Overall a lovely hotel and would definitely return ,8.0
Clayton Crown Hotel London, I didn t like that I left something behind and when I called I was asked for my number and told housekeeping would get back to me They didn t I called twice and 1 month later am still awaiting a reply  ,8.0
Clayton Crown Hotel London, It is difficult for me to step over the bath tub to get into the shower   The staff are exceptionally helpful The windows can open in the room The room was a good size Lots of buses stop in front of the hotel and there is easy access to Kilburn Tube station The breakfast is really good with lots of choices ,8.0
Clayton Crown Hotel London, Ordered food that cost 41 pounds This food I would not even give too a dog It was slopply For this reason I would not go back too this hotel as it s not acceptable for the money and for a 4 star hotel   I like the location of this hotel,8.0
Clayton Crown Hotel London, The staff were very unfriendly and hostile The service was poor we waited very long for drinks and the food had to be sent back Management have a very poor attitude when complaints are made   Room was clean ,8.0
Clayton Crown Hotel London, Staff were not very welcoming noise levels were awful downstairs rooms overlook an indoor swimming pool and loud music played in the bar and lobby late into the night Room was clean but could do with a dust  Really comfortable beds location was close to main bus routes and 15min walk to the tube station,8.0
Clayton Crown Hotel London, Breakfast was a waste of time The sign said to wait to be seated We stood waiting for 10 mins before we took it upon ourselves to sit at one of the many available tables It wasn t busy so why did the staff not welcome us or the other two couples waiting It took forever to take our order and then when it came it was wrong It said on the menu that soya milk was available so when I asked for some I was disappointed to be told that there wasn t any The coffee was repugnant You d have to work hard to make coffee that bad I d stay at the hotel again but won t eat there I d rather go to the pub down the road for breakfast For a 4 star hotel you definitely don t get a 4 star breakfast   The room was lovely clean and quiet,8.0
Clayton Crown Hotel London, Lack of plugs in accessible places It was very cold during the nights due to the draft coming through the windows When using the shower water wasn t as warm hot as we d have liked As we stayed for 4 nights we requested to have a small fridge so we could put small beverages in and we were refused as our suite didn t include a fridge   Loved the location it was in a prime location with the tram stations within walking distance lots of food places nearby too ,8.0
Clayton Crown Hotel London, Did not see a good selection for the breakfast and I wish they have some deals on breakfast for hotel guests when they are staying at the hotel for multiple days   Fairly sized rooms from the London standard The bed was very comfortable and it was quiet hotel ,8.0
Clayton Crown Hotel London, Drinks very expensive also no wheelchair access to the Asian restaurant had to eat my evening meal in the bar not acceptable and no reasonable explanation from staff  Staff very helpful,8.0
Clayton Crown Hotel London, Breakfast service very slow Understaffed No plates available Very limited choice from the breakfast bar The swimming pool was not in operation during the 3 days we stayed in this hotel No explanation was given Just bad service without excuses from the staff The train connection Thameslink did not run at all during 25 26 and 27th of December The hotel staff was not aware Our planned connection from Luton Airport to the hotel did not work for that reason It took finally about 1 hour longer then it was said  ,8.0
Clayton Crown Hotel London, It would be fine to have a mini fridge in the room  Location 15 min far from oxford circus Cleanliness the room was clean The housekeepers were very careful about the cleaning and our comfort Equipment perfect wi fi kettle TV It was our first time in London and we ll definetly come back to Clayton Crown hotel ,8.0
Clayton Crown Hotel London, We especially were dissapointed with the breakfast not worth paying 12 I guess that how much was it for a full was no black pudding both days super poor choice of two cold meat selection once sort of cheese and croissant for a bakery section I must to admit this was the worst breakfast we have ever had coffee was awful too Also did not like the fact that we had to pay an additional 30 for a two day parking It is quite pricey and if would that been highlited then I made a booking I guess would be chossing different place with free parking there were also loads travelers staying so very messy in most of the hotel areas as well as noisy   The Hotel is quite fine due it s exterior and interior Location is ok I guess you get what you pay for Since we used to be staying at 5 star hotels in the future this one came a slight dissapointed However I have noticed it is only 4 star so all understandable the rooms are nice clean and good size nice amenity having indoor swimming pool too ,8.0
Clayton Crown Hotel London, The communal areas are worse for wear Sofas are knackered rugs are worn Walls are scuffed Tiles on floor are cracked TLC needed   Rooms are spacious and clean,8.0
Clayton Crown Hotel London, We would have liked tea and coffee making facilities in the room as advertised   The pool was a decent size the breakfast was good and cooked to order staff were friendly and we had a nice overall stay ,8.0
Clayton Crown Hotel London, A bit off the beaten path from the tube  Beautiful roomy room and nice big bathroom Helpful staff and comfy beds Right on bus route and stunning lobby Colorful neighborhood,8.0
Clayton Crown Hotel London, Well nothing really   Staff especially the lady who was on the reception last 19th Dec 2230 hrs was fabulous She is approachable and Incan see how she love her job and passionate about it On top of that she is so caring and accommodating My husband is a wheelchair bound but she really made it sure that we will have a comfortable stay ,8.0
Clayton Crown Hotel London, No clean of dry towels to use in pool changing rooms the wet ones were still on the floor the next morning when I went for a swim No one had checked the area so therefore still hadn t been cleaned Disappointing for such a lovely place   The location is great atmosphere size of the Clayton Crown is very good The main added bonus for me is the beautiful indoor pool ,8.0
Clayton Crown Hotel London, The location is just to far from the center crickelwood Train station poorly served by trains and buses just take forever  Very high standard of accommodation very clean and tidy,8.0
Clayton Crown Hotel London, It was near nothing Cost us 45 taxi back from the theatre when the website says it s close it too That s the only bad thing about this place was location cost us a lot of money   The hotel was beautiful couldn t fault in just in a bad area,8.0
Clayton Crown Hotel London, The ensuite bathroom was for disabled use which was fine but strangely there were no shelves Toiletries were presented on the toilet cistern lid   The far eastern feel to it Quite unusual and very pleasant ,8.0
Clayton Crown Hotel London, not a great selection of red wine in the pub also a little unsure of the drunk people wandering in off the street especially making a nasty hand gesture to my friend  nice hotel with the bar and restaurant attached rooms quite big and very quiet,8.0
Clayton Crown Hotel London, Requested a bucket of ice for room and told it would be a 4 charge Was getting ready for a bath but went and got it myself Not impressed Breakfast not as much fruit choice on the Monday as there was on the Sunday Porridge like wallpaper paste Sink in bathroom blocked took 12 hourscti fix   Staff very friendly location great for central London,8.0
